,id,lat,lon,cluster,cluster_size,geohash,time_ratio_weekday_True,time_ratio_weekday_False
0,0,54.8436,38.0918,0,314,202320021103223322,0.3405307211184694,0.4463496093140366
1,0,54.8849,38.0801,1,164,202320012230133313,0.2003234608780966,0.2077866677764714
2,0,54.8812,38.0673,2,359,202320012230012300,0.4346831309786608,0.2682155379605256
3,1,54.8889,38.0915,0,701,202320012230210010,0.9590631236654432,0.9274114327515935
4,2,54.8436,38.1929,0,1248,202320021032333003,0.9703711453766234,0.9905339251743818
5,2,54.8509,38.1872,1,35,202320012300333013,0.0206152394451276,5.07292327203551e-06
6,2,54.8539,38.1836,2,20,202320012300333111,6.514439353530727e-05,0.0068941027266962
11,5,54.8447,38.0953,0,139,202320012230111000,0.4575868579731834,0.5413736134057116
12,5,54.8971,38.0585,1,82,202320012230322320,0.461867761835568,0.0
13,5,54.8886,38.0974,2,35,202320012230211033,0.0791097112130097,0.4141294941389348
14,6,54.9034,38.0696,0,289,202320012230313021,0.6605933896646184,0.0
15,6,54.8932,38.078,1,589,202320012230311033,0.3266268602547842,0.9872058959793012
16,6,54.9014,38.0748,2,20,202320012230310231,0.0091214983581302,0.0
17,6,54.8955,38.0819,3,20,202320012230200201,0.0017239149277905,0.0010335070100285
26,8,54.8811,38.0551,0,371,202320012223300312,0.5029940469583404,0.8086060906164892
27,8,54.8914,38.0635,1,231,202320012230321231,0.4970059530416596,0.1913939093835107
28,9,54.8872,38.083,0,175,202320012230133223,0.5308521834407393,0.4360131785074048
29,9,54.894,38.0813,1,120,202320012230200311,0.446513270763952,0.4335179831715628
30,9,54.8953,38.0799,2,16,202320012230200320,0.0,0.1304526881894087
35,11,54.8932,38.0677,0,355,202320012230312300,0.6478191875517979,0.6034865645125472
36,11,54.8892,38.0819,1,78,202320012230200101,0.0644831773239192,0.0
37,11,54.8855,38.0537,2,38,202320012223300101,0.0202373227628121,0.0921925065829129
38,11,54.8879,38.0725,3,36,202320012230312111,0.0624016241254585,0.0440817232955807
39,11,54.88,38.1096,4,43,202320012233210131,0.0943958677314282,0.0705402747374766
40,11,54.8794,38.074,5,21,202320012230022002,0.0505097877972156,7.9312204562038e-05
45,13,54.8428,38.1908,0,292,202320021032333322,1.0,1.0
46,14,54.8419,38.1885,0,592,202320021032333332,0.9665523266546746,0.937290769211334
47,14,54.8428,38.1929,1,23,202320021032333003,0.0125788323580802,0.0
57,19,54.8921,38.0689,0,18,202320012230312232,0.0148763320119975,0.0066624717770292
58,19,54.8819,38.0542,1,684,202320012223300311,0.7614059414894419,0.9833808342895214
59,19,54.8918,38.0647,2,95,202320012230321203,0.1352095799357921,0.0
60,19,54.8791,38.0695,3,21,202320012230021013,0.0230455031877854,0.0
70,24,54.8803,38.1181,0,1782,202320012233200213,0.9779063633581024,0.9120699754881052
71,24,54.8977,38.0609,1,17,202320012230322003,0.0,0.0169308377835787
72,24,54.8871,38.0589,2,25,202320012230011122,0.0,0.0264057372620611
88,31,54.9111,38.0344,0,185,202320012223123330,0.8142541593207288,0.9993788769113836
91,33,54.8819,38.0541,0,238,202320012223300311,0.7849511216944479,0.9999912772694364
92,33,54.8842,38.0511,1,19,202320012223303212,0.0739519363328738,8.722730563575622e-06
93,33,54.8645,38.0722,2,23,202320012230031001,0.0795251597944604,0.0
94,34,54.8858,38.0868,0,1691,202320012230130101,0.8676224175020862,0.7889721355402484
95,34,54.8888,38.0847,1,29,202320012230203222,0.0025211212714377,0.0
96,34,54.8981,38.0795,2,200,202320012230200332,0.0601281918606315,0.1095308627772425
97,34,54.9,38.0846,3,68,202320012230202000,0.0158753575258222,0.0023967366034407
98,34,54.8838,38.0823,4,37,202320012230133202,0.0064723458317828,0.0006159613070842
99,34,54.8793,38.0787,5,63,202320012230133003,0.0085563993544168,0.0373123954423656
100,34,54.885,38.0884,6,30,202320012230130002,0.0032433289369675,0.0032451813610587
101,34,54.8864,38.0841,7,7,202320012230133222,0.0,0.00029959207543
102,34,54.8896,38.0781,8,19,202320012230311110,0.0,0.0392489586179458
103,34,54.8868,38.0845,9,11,202320012230130111,0.0,0.0
107,37,54.8847,38.0688,0,1382,202320012230021102,0.9160469722605008,0.676622144833981
108,37,54.8938,38.0773,1,367,202320012230311030,0.0560377435485339,0.2619709935659227
109,37,54.8873,38.0708,2,24,202320012230021211,0.0,0.00835580659546
110,37,54.8957,38.0753,3,17,202320012230311312,0.0036726506806959,0.0
111,37,54.8839,38.0728,4,21,202320012230021230,0.003540811938312,0.0
114,41,54.892,38.0794,0,322,202320012230200012,0.6976194668650918,0.7536710364548079
115,41,54.8835,38.0818,1,17,202320012230133200,0.0261114550731881,0.1072785290989211
116,41,54.8845,38.0631,2,52,202320012230012102,0.2003657989355478,0.0041441615670456
118,43,54.8937,38.0822,0,448,202320012230200203,0.8766901051232268,0.9573220862930808
119,43,54.9066,38.0431,1,22,202320012223202201,0.0172596246348673,0.0
120,43,54.8982,38.0786,2,41,202320012230311000,0.0240244179741477,0.0426779137069192
121,44,54.8406,38.159,0,948,202320021033323020,0.9563217393515728,0.9447477012054456
122,44,54.8495,38.1465,1,25,202320012300000312,0.0124536447667017,0.0127948050260166
123,44,54.85,38.145,2,30,202320012300000322,0.0123474335020247,0.0410719507610042
124,45,54.8907,38.0718,0,631,202320012230312102,0.9308002821265288,0.9927762096504488
127,48,54.8796,38.0674,0,598,202320012230012301,0.9787723296532336,0.975642543644894
129,50,54.8446,38.096,0,490,202320012230111001,0.894657091384714,0.9143144095570356
130,50,54.8914,38.077,1,33,202320012230311131,0.014357987216505,2.64298551643937e-05
131,50,54.8794,38.0667,2,60,202320012230012331,0.0034204486562523,0.0252008668992493
132,50,54.8424,38.0992,3,17,202320021103222230,0.0291601885442116,0.0
134,53,54.8498,38.1862,0,679,202320012300333022,0.975613801924595,0.9358971482420516
148,60,54.8889,38.077,0,249,202320012230311121,0.2721908620655744,1.0
149,60,54.8952,38.0464,1,209,202320012223232120,0.3201069960466534,0.0
150,60,54.8908,38.0511,2,165,202320012223232323,0.3548177723580434,0.0
151,60,54.8929,38.0483,3,23,202320012223232200,0.025966209704384,0.0
158,63,54.8552,38.1873,0,397,202320012300332330,1.0,0.9999847995824952
159,64,54.8869,38.0589,0,192,202320012230011122,1.0,1.0
160,65,54.8844,38.0554,0,1259,202320012223300013,0.9356187315482876,1.0
161,65,54.9101,38.0302,1,118,202320012223123223,0.0562251350804619,0.0
163,67,54.8847,38.1033,0,594,202320012233211132,0.9318452796987164,0.9235516214767244
164,67,54.9025,38.0765,1,48,202320012230310310,0.0410770230156315,0.0
165,67,54.8847,38.1068,2,23,202320012233210302,0.0006146546832986,0.0008669168558294
170,70,54.8907,38.0707,0,59,202320012230312130,0.2537683843715455,0.1776762402088773
171,70,54.8862,38.0743,1,179,202320012230022113,0.6820501182310007,0.8223237597911227
175,72,54.8892,38.0785,0,461,202320012230311110,0.996908357878465,1.0
176,73,54.8914,38.0659,0,683,202320012230321131,0.9571324152366396,0.8765291727201904
177,73,54.8879,38.0666,1,130,202320012230321112,0.0428675847633603,0.1182490051165434
179,75,54.8901,38.0645,0,339,202320012230321210,0.3570119655090476,0.8070398117763606
180,75,54.9052,38.0639,1,240,202320012230320130,0.6183522152905593,0.1765215776112934
184,77,54.8755,38.15,0,954,202320012300032000,0.8042233158609369,0.96468626106867
185,77,54.8742,38.1527,1,24,202320012300031321,0.0084859943405766,0.0045228723065942
186,77,54.8649,38.1356,2,24,202320012233331103,0.0086137134757297,0.0045982535117041
187,77,54.8764,38.1485,3,15,202320012300032010,0.0010939876740565,0.0028126612156632
188,77,54.8484,38.1863,4,48,202320012300333311,0.0414741719455497,0.003531138326867
189,77,54.8509,38.184,5,19,202320012300333120,0.033380756913845,0.0
190,78,54.8923,38.0798,0,245,202320012230200012,0.999206716467244,0.9995562458398048
192,80,54.8995,38.0713,0,627,202320012230313103,0.2713460303873314,0.004186509683844
193,80,54.8872,38.062,1,775,202320012230011222,0.7136179846148648,0.8849048551318615
194,80,54.9012,38.0734,2,51,202320012230310221,0.0,0.0969671514798431
195,80,54.8918,38.0727,3,25,202320012230312103,0.0,0.0096364239891069
196,80,54.8917,38.0624,4,27,202320012230321230,0.00015768074155,0.00039290867583
197,80,54.898,38.0787,5,18,202320012230200333,0.0004254877152936,0.0
198,81,54.8961,38.0771,0,995,202320012230311013,0.4868568800744721,0.5471529629584116
199,81,54.9179,38.0674,1,716,202320012230331212,0.3209443847903686,0.0
200,81,54.8992,38.0712,2,65,202320012230313103,0.0236486863577205,0.0
201,81,54.8967,38.0806,3,70,202320012230200302,0.0182407529361339,0.0078154761173304
202,81,54.8827,38.0761,4,20,202320012230022200,0.0001551502054903,0.037610954774281
203,81,54.8932,38.0782,5,357,202320012230311033,0.0849084613787607,0.3779528204119919
204,81,54.8796,38.0787,6,20,202320012230133010,0.0,0.0253675280894273
205,81,54.9016,38.0628,7,32,202320012230320212,0.0208012894209883,0.0
206,81,54.8985,38.0666,8,37,202320012230321003,0.0248787261163559,0.0
207,82,54.8843,38.0781,0,773,202320012230022230,0.7574820869114196,0.9950276804776385
208,82,54.8839,38.0855,1,227,202320012230130131,0.1988195975254213,0.0
209,82,54.8826,38.08,2,19,202320012230133312,0.0077006412321025,0.0
210,82,54.8845,38.0902,3,16,202320012230123301,0.0229304265260111,0.0
212,84,54.8873,38.0623,0,199,202320012230012111,0.6064407149084569,0.0
213,84,54.8812,38.0637,1,317,202320012230012023,0.3934829991281604,0.9249161235586748
215,87,54.8536,38.1816,0,585,202320012300330230,0.9704987225590466,0.935065831345996
216,87,54.845,38.1911,1,46,202320012301000011,0.0155975940861291,0.0291084204311052
222,91,54.899,38.0801,0,532,202320012230201010,0.4811276886091415,0.468629497293664
223,91,54.8947,38.0822,1,27,202320012230200202,0.0140778720287392,0.0
224,91,54.8799,38.0688,2,539,202320012230021031,0.3746227513243594,0.3978137050270633
225,91,54.8854,38.0536,3,116,202320012223300101,0.0467408449762481,0.0168128913574132
226,91,54.8807,38.055,4,43,202320012223300313,9.117792764727516e-06,0.0864081791488308
227,91,54.8907,38.0805,5,18,202320012230200020,0.024225975375881,0.0100116743906321
228,92,54.8874,38.0923,0,918,202320012230123322,0.649873719204066,0.9449881799390152
229,92,54.8832,38.0791,1,474,202320012230133322,0.188182369907839,0.0
230,92,54.8794,38.0721,2,204,202320012230021331,0.0771115796674362,0.0549946895378184
231,92,54.8832,38.0724,3,56,202320012230021232,0.0124028388673728,0.0
232,92,54.8818,38.057,4,97,202320012230011033,0.0583686314748887,0.0
233,94,54.857,38.1893,0,61,202320012301003220,0.0046500862685687,0.0038998932510971
234,94,54.85,38.172,1,881,202320012300323100,0.987467386272777,0.9924848772387616
235,94,54.8547,38.1826,2,27,202320012300330222,5.260278584353827e-06,0.0004886727553077
236,94,54.8563,38.2098,3,17,202320012301030110,0.0001315069646088,6.642153955639901e-05
237,94,54.8569,38.204,4,34,202320012301031331,0.0003840003366578,0.0003605740718775
238,94,54.8573,38.1934,5,17,202320012301003110,5.260278584353827e-06,0.0018835250859921
239,96,54.8933,38.0627,0,299,202320012230321300,0.2206554785146387,0.1230952922447123
240,96,54.9167,38.0651,1,230,202320012230331201,0.6355097876015587,0.8659881737548328
241,96,54.9144,38.0669,2,30,202320012230331123,0.083566371465685,0.0
242,96,54.9179,38.0646,3,39,202320012230331310,0.0240084416104531,0.0
243,97,54.8967,38.0761,0,683,202320012230311012,0.7267715509272589,0.3980540572756801
244,97,54.8809,38.0539,1,158,202320012223300311,0.2396810435488905,0.4764579670411538
245,97,54.8851,38.0845,2,29,202320012230130112,0.0,0.1166373632923086
248,99,54.8889,38.085,0,256,202320012230203223,0.5118244413349774,0.5688779875648851
249,99,54.8938,38.0695,1,168,202320012230312310,0.4212299635638187,0.3533645161903675
250,99,54.8795,38.0663,2,34,202320012230012302,0.024344356548122,0.030317722890879
257,104,54.885,38.0511,0,19,202320012223303221,0.0966163303033224,0.0
258,104,54.8875,38.0567,1,402,202320012230011111,0.7536788264047588,0.8718687310323543
259,105,54.8898,38.0629,0,349,202320012230321220,1.0,1.0
260,106,54.8823,38.081,0,209,202320012230133311,0.0764495322557667,0.0394290510031176
261,106,54.8857,38.0678,1,1864,202320012230021110,0.9121282731043382,0.9484575888797055
262,106,54.883,38.0772,2,24,202320012230022201,0.0020853221810488,0.0
263,106,54.8842,38.0714,3,29,202320012230021202,0.0042598866541017,0.0009158415051711
268,109,54.8966,38.0447,0,70,202320012223201220,0.0169041041174316,0.0617204245538827
269,109,54.8962,38.0762,1,850,202320012230311012,0.7416220084545485,0.8568120582943815
270,109,54.8995,38.071,2,250,202320012230313100,0.1621559098625303,0.0
271,109,54.8951,38.0474,3,32,202320012223232131,2.3299936757314515e-05,0.0365157658239289
272,109,54.8864,38.0797,4,21,202320012230133332,0.0205388942515727,0.0
273,109,54.8915,38.0768,5,15,202320012230311131,0.0022351296475052,0.0
274,109,54.8869,38.0666,6,16,202320012230012221,0.0025996072296375,0.0029612030748306
275,110,54.895,38.0728,0,495,202320012230312032,0.4857930292881534,0.4027455380171257
276,110,54.9023,38.0699,1,199,202320012230313023,0.5036918012871027,0.4928750128959042
277,110,54.8932,38.0706,2,43,202320012230312022,0.0011409902810612,0.0
278,111,54.8927,38.0654,0,130,202320012230321133,0.4381655828856847,0.484587397602732
279,112,54.8894,38.0768,0,28,202320012230311120,0.0737331430938463,0.0
280,112,54.8935,38.0649,1,405,202320012230321022,0.8253632193430601,0.9758157063315528
281,112,54.8872,38.0696,2,19,202320012230021121,0.0715699360243015,0.0065171500219599
287,115,54.8868,38.0797,0,248,202320012230133332,0.3905736850069732,0.164829399286907
288,115,54.8794,38.0667,1,86,202320012230012331,0.0288948782652439,0.1679943133095635
289,115,54.8874,38.0762,2,39,202320012230022211,0.008838192771577,0.0770975312542311
290,115,54.8966,38.0778,3,542,202320012230311002,0.4434474268630346,0.4814336327120097
291,115,54.8876,38.0782,4,12,202320012230022222,0.0,0.0480660739269756
294,118,54.8431,38.1902,0,201,202320021032333323,0.2735555070363827,0.3821057262602172
295,118,54.8407,38.1904,1,236,202320021032333313,0.7264444929636172,0.5752772825155719
299,120,54.8819,38.0546,0,924,202320012223300312,0.6126227814528689,0.9675144485390362
300,120,54.8842,38.0584,1,23,202320012230011131,0.0462598880510709,0.0
301,120,54.8957,38.0815,2,185,202320012230200201,0.0461899842202381,0.0
302,120,54.8839,38.0732,3,34,202320012230022103,0.0674818686938777,0.0
303,120,54.8956,38.0766,4,199,202320012230311020,0.1013091548318453,0.0
304,120,54.8932,38.0814,5,61,202320012230200200,0.0623213211824027,0.0
305,120,54.8916,38.0728,6,21,202320012230312103,0.0323284657651128,0.0
319,127,54.8803,38.0698,0,306,202320012230021021,0.3932013259639581,0.4625960040451526
320,127,54.9389,38.0174,1,299,202320012220222031,0.2629119503647055,0.4094487112908956
321,127,54.9177,38.0628,2,89,202320012230331323,0.1981452211957891,0.1021674365211687
322,127,54.8875,38.0677,3,15,202320012230021111,0.0531105504452058,0.0
323,127,54.8831,38.0715,4,20,202320012230021201,0.0749536141680492,0.0176702107305873
326,129,54.8896,38.0642,0,1337,202320012230321210,0.98553420574474,0.9638602687140116
327,129,54.8982,38.0795,1,15,202320012230200332,0.0003685294729083,0.0361397312859884
332,132,54.8947,38.0779,0,315,202320012230311031,0.6527076213057166,0.3953732081067721
333,132,54.8889,38.0883,1,175,202320012230203332,0.2496847914865947,0.4839742956005932
334,132,54.8939,38.0698,2,18,202320012230312311,0.0,0.0717943648047454
338,135,54.8432,38.1823,0,391,202320021033003222,0.9272273606719834,0.9134447546400336
339,135,54.8505,38.1786,1,17,202320012300330321,0.0,0.0112898146121695
358,144,54.8795,38.0678,0,397,202320012230021032,0.755539959698431,0.7925858143512315
359,144,54.8883,38.0844,1,173,202320012230203222,0.2422401407241631,0.1926533546847936
362,146,54.8415,38.1945,0,487,202320021032332330,0.9911927470590964,1.0
364,148,54.8421,38.1884,0,982,202320021033000003,0.9763325062908024,0.9989330091842248
370,152,54.8964,38.0761,0,978,202320012230311012,0.8351435642266926,0.7450475193769622
371,152,54.9384,38.0088,1,148,202320012221333132,0.1069833353925411,0.1826667162490238
372,152,54.9393,37.9917,2,32,202320012221300102,0.0116270362757541,0.0
373,152,54.9392,38.0181,3,27,202320012220222032,0.0236528100699007,0.0085848309861399
376,154,54.8852,38.066,0,800,202320012230012213,0.9795897736826924,0.991093825960136
377,155,54.8908,38.0904,0,2091,202320012230210031,0.996388554992702,0.9960843607040396
378,156,54.8713,38.1526,0,600,202320012300031311,0.8399054616994448,0.650492378254418
379,156,54.8666,38.1405,1,25,202320012233323230,0.0095660612782476,0.0052542830163226
380,156,54.8722,38.1472,2,410,202320012300032311,0.063780343691615,0.331815729124511
381,156,54.8852,38.1069,3,87,202320012233210331,0.0493949416727733,0.0
382,156,54.8839,38.1077,4,18,202320012233210313,0.0061000970469984,0.0
385,158,54.847,38.0891,0,362,202320012230103323,0.9993469802370823,0.999291065677076
388,161,54.8947,38.0699,0,834,202320012230312312,0.6346313203943383,0.8005423403283953
389,161,54.8816,38.0544,1,157,202320012223300311,0.0577052421137903,0.0806111364745517
390,161,54.8847,38.0662,2,278,202320012230012202,0.1108138337996871,0.0060176949355331
391,161,54.8954,38.0715,3,17,202320012230312020,0.0017019126079023,0.0
392,161,54.8829,38.0657,4,143,202320012230012201,0.0485639647875024,0.0419349506462429
393,161,54.8878,38.0783,5,140,202320012230311111,0.0511131177329632,0.0036208497977046
394,161,54.8914,38.0631,6,145,202320012230321231,0.0574432664830979,0.0257198406826089
395,161,54.8853,38.0853,7,24,202320012230130113,0.0036527949641223,0.0
399,163,54.881,38.0625,0,747,202320012230012033,0.8951613189749201,0.9281768350639976
400,163,54.9227,38.0537,1,33,202320012223222012,0.0444715253623059,0.0679640098051126
403,165,54.9405,38.1352,0,558,202320012232330302,0.8730457210380402,0.9062291583299986
404,165,54.9419,38.1349,1,24,202320012232330332,0.0181622960505385,0.0011471255168734
405,165,54.9084,38.0786,2,37,202320012230310000,0.0226389583238649,0.0
406,165,54.8984,38.0795,3,26,202320012230200332,0.0175032950052265,0.0174203014539148
407,166,54.8916,38.0913,0,748,202320012230210020,0.9225433346409138,0.9476130492086264
408,166,54.8928,38.0936,1,20,202320012230210310,0.0488672598680249,0.0523869507913736
416,172,54.8831,38.0603,0,723,202320012230011201,0.8960138415369694,0.9615601420780614
417,172,54.8873,38.0812,1,143,202320012230133300,0.05990924551265,0.0
418,172,54.8807,38.0697,2,20,202320012230021021,0.0336635206185705,0.0
419,173,54.841,38.1886,0,2883,202320021032333301,0.808430766651889,0.6292529757442038
420,173,54.8948,38.0643,1,472,202320012230321312,0.1896431745947722,0.3649794000671194
421,173,54.8416,38.1941,2,33,202320021032332330,6.065458427347939e-05,0.0
422,173,54.8946,38.0721,3,17,202320012230312031,0.0,0.0057676241886768
425,177,54.8934,38.0689,0,647,202320012230312303,0.992063277386314,0.959482355690582
433,183,54.887,38.0856,0,768,202320012230130103,0.6056203330938977,0.7571101425722095
434,183,54.8984,38.0782,1,83,202320012230311000,0.0626451230309206,0.0757524960080917
435,183,54.8867,38.0816,2,499,202320012230133233,0.2510586672903129,0.0112455321881339
436,183,54.8853,38.0867,3,54,202320012230130101,0.0,0.1082560049096209
437,183,54.8843,38.0789,4,15,202320012230133323,0.015744282779012,0.0
438,183,54.8827,38.0808,5,32,202320012230133311,0.0,0.044993493615788
439,183,54.884,38.0851,6,40,202320012230130120,0.0276861333377879,0.0
440,183,54.8814,38.0552,7,18,202320012223300312,0.0049216544443145,0.0
452,190,54.8513,38.1823,0,422,202320012300330212,0.9080872890392324,0.8939286187818666
453,190,54.8552,38.1797,1,20,202320012300331011,0.0745731759630351,0.1060713812181333
454,191,54.8957,38.0745,0,919,202320012230311313,0.8054956551444371,0.939854840753187
455,191,54.9386,38.0175,1,305,202320012220222031,0.123681894418705,0.0
456,191,54.888,38.0782,2,19,202320012230311111,0.0265768041885214,0.0092247917031173
459,194,54.9002,38.0845,0,485,202320012230202001,0.960685698849823,0.9789855295093552
460,194,54.9012,38.074,1,33,202320012230310220,0.0342138561496794,0.0126885618605794
461,195,54.8829,38.0545,0,1348,202320012223300022,0.5149356490148035,0.9156759733064548
462,195,54.8986,38.0698,1,602,202320012230312322,0.4370245225878237,0.0285342440507204
463,195,54.8994,38.0724,2,71,202320012230313110,0.0124649917206697,0.0153171621839925
464,195,54.8916,38.0625,3,81,202320012230321230,0.0064686831046174,0.0238767528162236
465,195,54.8981,38.0795,4,15,202320012230200332,0.0,0.0051307487707818
466,195,54.8951,38.0717,5,30,202320012230312020,0.0094014934918915,0.0
467,196,54.9265,38.037,0,304,202320012223211133,0.9465023291413188,1.0
471,199,54.8862,38.0548,0,92,202320012223300031,0.0938841739060757,0.0
472,199,54.8879,38.0867,1,107,202320012230203233,0.0283989609973357,0.3148394947270831
473,199,54.8788,38.1478,2,267,202320012300033101,0.7064817473407274,0.5272627187391354
474,199,54.8828,38.0657,3,17,202320012230012201,0.0445716117228346,0.0
475,199,54.8872,38.0598,4,23,202320012230011211,0.0386153753697607,0.0447328775060841
476,199,54.8848,38.0782,5,15,202320012230022230,0.0057024953425169,0.0
477,200,54.8866,38.083,0,1197,202320012230133223,0.9992561106577296,0.9996988925444908
478,201,54.9041,38.1544,0,29,202320012300102123,0.0079768071497239,0.0086583507365806
479,201,54.9397,38.136,1,1246,202320012232330310,0.6349604722061105,0.4892814810633854
480,201,54.9052,38.1533,2,276,202320012300102200,0.2949130669513926,0.4840322853756279
481,201,54.8918,38.0665,3,23,202320012230321102,0.00896525287151,0.0
482,201,54.9409,38.1438,4,31,202320012232333002,0.0023100528442149,0.0
485,205,54.8869,38.0798,0,245,202320012230133332,0.624450174427423,0.5912649777226652
486,205,54.8982,38.0223,1,133,202320012223101230,0.214621568330047,0.3732354764754228
487,206,54.8978,38.1559,0,1208,202320012300132111,0.6127784334315265,0.6819106842691748
488,206,54.9,38.0846,1,17,202320012230202000,0.0121920621497802,0.0
489,206,54.8713,38.1469,2,30,202320012300032311,0.0171004822927024,0.0
490,206,54.8888,38.1746,3,59,202320012300201033,0.0095687243869121,0.0448939505543279
491,206,54.8829,38.0704,4,267,202320012230021200,0.1228220163366198,0.1287726405650933
492,206,54.8882,38.176,5,187,202320012300201103,0.0805651838566689,0.1183754509226207
493,206,54.8889,38.1731,6,20,202320012300201001,0.0121790523273643,7.082554252365573e-05
494,206,54.8801,38.0643,7,39,202320012230012021,0.0191736904219828,0.0055598050881069
495,206,54.8861,38.0873,8,47,202320012230130030,0.0178624861770636,0.0
496,206,54.8796,38.0746,9,32,202320012230022020,0.0243711144771445,0.0
497,206,54.8797,38.0779,10,25,202320012230022302,0.0074323256916114,0.0
498,206,54.8839,38.084,11,18,202320012230133212,0.0079713040488425,0.0
502,208,54.8928,38.0788,0,676,202320012230200011,0.8916197455108608,0.9226578850178504
503,208,54.8923,38.0714,1,56,202320012230312132,0.0780379747606625,0.0
507,211,54.8871,38.0865,0,57,202320012230130100,0.0385403128958494,0.0433445498676081
508,211,54.892,38.0753,1,125,202320012230311200,0.1809186174675506,0.2658180714916152
509,211,54.8881,38.0877,2,95,202320012230203301,0.0967682234688337,0.0736843556928508
510,211,54.8904,38.0856,3,252,202320012230203231,0.6515291098425651,0.616628971756399
513,213,54.9073,38.0628,0,69,202320012230320112,0.1195673152582835,0.0
514,213,54.8822,38.0644,1,24,202320012230012022,0.0100955814015636,0.0358140716281432
515,213,54.8837,38.0673,2,605,202320012230012230,0.7757563520507392,0.9594011079914052
516,213,54.8992,38.0632,3,42,202320012230320223,0.0275609372262687,0.0
517,213,54.9008,38.073,4,26,202320012230313112,0.0105766061624616,0.0
518,213,54.9098,38.0608,5,22,202320012230330330,0.0333955894186429,0.0
519,214,54.8827,38.0647,0,840,202320012230012133,0.9039795608562902,0.7749656367656726
520,214,54.8881,38.0787,1,78,202320012230200000,0.0549874833158615,0.0052291878324269
521,214,54.8848,38.0579,2,21,202320012230011102,5.155613603945763e-05,0.006424430765553
522,214,54.8877,38.062,3,26,202320012230322111,0.0040041932323978,0.0095320623916811
524,216,54.8753,38.119,0,700,202320012233201320,0.6533309795441005,0.5985034865270115
525,216,54.8741,38.1191,1,485,202320012233201320,0.3185338835315665,0.360422459348114
526,216,54.8766,38.1204,2,48,202320012233201011,0.0103025873941606,0.0233466292053047
527,216,54.8764,38.1233,3,16,202320012233310332,0.0040473059713988,0.0032608853886131
528,216,54.8777,38.1185,4,20,202320012233200230,0.0061812928273898,0.0033664274380213
529,216,54.8871,38.0763,5,16,202320012230022211,0.0021430731747208,0.0
548,224,54.8922,38.0725,0,1585,202320012230312100,0.8380323880759595,0.9412243028116588
549,224,54.8939,38.0695,1,263,202320012230312310,0.1403657274608765,0.0386302468075359
554,226,54.8813,38.0547,0,24,202320012223300312,0.0152492393002737,0.0032061162833713
555,226,54.8798,38.0689,1,450,202320012230021031,0.497479998590209,0.4898452432332449
556,226,54.8448,38.0939,2,31,202320012230110330,0.0,0.1723040877982612
557,226,54.8823,38.0605,3,27,202320012230011201,0.037422118837549,0.0
558,226,54.8886,38.0778,4,196,202320012230311112,0.2300191496610627,0.0336025648930266
559,226,54.8912,38.0739,5,38,202320012230311231,0.0308900872112376,0.0003082804118626
560,226,54.8922,38.0622,6,20,202320012230321233,0.0172425271286865,2.466243294901042e-05
561,226,54.8811,38.0683,7,11,202320012230021033,0.003571470529494,0.010863801714039
562,226,54.8806,38.0674,8,20,202320012230012301,0.0160598691244023,0.0303101300943338
563,227,54.8859,38.081,0,906,202320012230133303,0.3626073744500017,0.3381000762001524
564,227,54.8845,38.0774,1,439,202320012230022231,0.6236870694326688,0.6506858013716027
565,227,54.8863,38.0834,2,51,202320012230133220,0.005743058418442,0.0010922021844043
566,227,54.8866,38.0798,3,74,202320012230133332,0.0065870157616488,0.0061563373126746
567,227,54.8908,38.0754,4,22,202320012230311203,0.0011213872532623,0.0
568,228,54.9116,38.0369,0,610,202320012223210030,0.5958771864151657,0.6353103357731316
569,228,54.8951,38.0725,1,583,202320012230312032,0.3421210246549217,0.3081132278952871
570,228,54.9087,38.0374,2,19,202320012223203322,0.0021987288352647,0.0028836821103864
571,228,54.9091,38.0406,3,30,202320012223202333,0.024410618520547,0.0001828676460245
577,232,54.8933,38.0816,0,405,202320012230200200,0.8422526130039365,0.8288622185138111
578,232,54.9164,38.0659,1,93,202320012230331203,0.1399356929550699,0.1703519001833723
584,235,54.8922,38.0785,0,450,202320012230311100,0.8833108964724027,0.8608085209392399
585,235,54.9039,38.0804,1,22,202320012230201023,0.0064500529335651,0.0014524328249818
586,235,54.8902,38.0656,2,49,202320012230321120,0.0094692266471487,0.0988985717743887
587,235,54.8919,38.069,3,16,202320012230312232,0.0123184901517428,0.0
588,236,54.8938,38.0694,0,119,202320012230312310,0.069920841543843,0.0
589,236,54.8826,38.0626,1,693,202320012230012100,0.8676701421560974,0.8055456271640791
590,236,54.8805,38.0624,2,52,202320012230012032,0.0430244775162135,0.1454931307941472
593,238,54.8923,38.0682,0,312,202320012230312233,0.8656581424177036,0.938426369051491
594,238,54.8926,38.0697,1,55,202320012230312200,0.1218630916854139,0.0615736309485089
597,240,54.8821,38.062,0,1282,202320012230011300,0.508751958794667,0.8853652943938329
598,240,54.8864,38.0578,1,915,202320012230011112,0.3430636190818712,0.0
599,240,54.9031,38.0807,2,57,202320012230201022,0.0105790967708788,0.0441272279263769
600,240,54.89,38.0652,3,15,202320012230321123,0.0,0.0018780641380741
601,240,54.8868,38.0929,4,44,202320012230123011,0.0468200092480797,3.639659182314168e-06
602,240,54.8867,38.0845,5,16,202320012230130111,0.0043270095306599,0.0
603,240,54.8932,38.0665,6,15,202320012230321030,0.00612043054949,0.0
