,id,lat,lon,cluster,cluster_size,geohash,time_ratio_weekday_True,time_ratio_weekday_False
20789,7893,54.893,38.0741,6,56,202320012230311232,0.0949892293489251,0.0
20790,7893,54.8706,38.1342,7,36,202320012233320011,0.0663595199366949,0.01339191933338
20791,7893,54.8881,38.0661,8,29,202320012230321121,0.0056745944520156,0.0
20792,7893,54.8865,38.0654,9,16,202320012230012211,0.0006400844067349,0.0
20793,7894,54.885,38.0883,0,264,202320012230130002,0.6531940801798426,0.917309675354692
20794,7894,54.9093,38.0736,1,36,202320012230310111,4.683402023229674e-06,0.0240461543932012
20795,7894,54.92,38.0627,2,38,202320012230331333,0.1382868115399025,0.0
20796,7894,54.9186,38.0646,3,24,202320012230331303,0.040539527913076,0.0
20797,7894,54.9168,38.0669,4,17,202320012230331213,0.0427781940801798,0.019236923514561
20798,7895,54.8936,38.0677,0,708,202320012230312300,0.6582971095150499,0.9651982738670551
20799,7895,54.884,38.0616,1,179,202320012230011230,0.157869453654993,0.0
20800,7895,54.8877,38.0706,2,100,202320012230312122,0.1689123481235867,0.0
20802,7897,54.8855,38.0528,0,197,202320012223300102,0.2412523449123488,0.0
20803,7897,54.8768,38.1343,1,875,202320012233321003,0.6866291480690859,0.9721289705726124
20804,7897,54.8879,38.0868,2,39,202320012230203233,0.0401940617116243,0.0
20805,7897,54.8763,38.1449,3,26,202320012300032333,0.0102568083317161,0.0159938383087219
20806,7897,54.8982,38.0779,4,15,202320012230311003,0.0,0.0101561670030808
20810,7902,54.8967,38.0856,0,143,202320012230203102,0.5619509270934535,0.5700206550604898
20811,7902,54.8838,38.0856,1,116,202320012230130131,0.4380490729065465,0.4299793449395102
20812,7903,54.8833,38.0557,0,538,202320012223300012,0.9596322396301528,0.8523412812410227
20813,7903,54.9019,38.0645,1,22,202320012230320201,0.0,0.0343723068083883
20814,7903,54.8965,38.0645,2,15,202320012230321321,0.0130104661615513,0.0008474576271186
20815,7903,54.9043,38.0666,3,18,202320012230320012,0.0186247913188647,0.0724504452743464
20816,7904,54.8822,38.0685,0,431,202320012230021030,0.6686285567803127,0.5676683385858227
20817,7904,54.8981,38.0795,1,49,202320012230200332,0.0133709305306331,0.1080163345021971
20818,7904,54.9,38.0847,2,57,202320012230202000,0.0238981457745877,0.0
20819,7904,54.8849,38.0772,3,128,202320012230022202,0.1430915149961548,0.0
20820,7904,54.8851,38.0623,4,89,202320012230012110,0.0723746048021874,0.2494784499977806
20821,7904,54.8835,38.0706,5,16,202320012230021200,0.000874989318978,0.0062475032180744
20824,7907,54.8901,38.0908,0,1339,202320012230210002,0.9354706972225446,0.952380776038928
20825,7907,54.8655,38.0197,1,33,202320012223002121,0.0,0.0371318110784408
20849,7920,54.8852,38.0609,0,390,202320012230011220,0.9214481998809628,0.950852557673019
20850,7920,54.8855,38.0587,1,19,202320012230011120,0.0475599512032452,0.0082188312510346
20851,7920,54.8957,38.0814,2,29,202320012230200201,0.028311404341898,0.0194564275350322
20860,7925,54.8912,38.0835,0,743,202320012230200121,0.9991207129259596,1.0
20874,7934,54.8539,38.1822,0,312,202320012300330223,0.9034234284752986,0.846216290298775
20875,7934,54.8737,38.1574,1,15,202320012300020131,0.0544916727415465,0.0779197503531743
20876,7935,54.888,38.0622,0,455,202320012230321222,0.877938811994738,0.7755122074352466
20877,7935,54.8871,38.0642,1,145,202320012230012122,0.1148568119722506,0.2244877925647534
20878,7936,54.8417,38.1932,0,767,202320021032333002,0.9906960061132511,0.9598700525367644
20880,7939,54.882,38.0584,0,675,202320012230011023,0.9903627978604018,1.0
20884,7942,54.8991,38.0549,0,327,202320012223230121,0.507304824227667,0.0
20885,7942,54.8708,38.1551,1,94,202320012300031100,0.0074846778544845,0.4406421406709294
20886,7942,54.8905,38.0678,2,534,202320012230312230,0.4456599936359486,0.407853268280857
20887,7942,54.8885,38.0687,3,28,202320012230312221,0.0,0.1442619473317373
20888,7942,54.8889,38.0656,4,25,202320012230321121,0.0207419653850942,0.0037804175884117
20897,7948,54.939,38.0475,0,82,202320012220112313,0.0305067644590615,0.0
20898,7948,54.8848,38.0808,1,1072,202320012230133310,0.885774666789554,0.7537032144135225
20899,7948,54.886,38.0851,2,635,202320012230130113,0.0806318345937363,0.2393669501700686
20903,7950,54.8916,38.0917,0,1836,202320012230210021,0.8687903835643105,0.936132727282769
20904,7950,54.8802,38.068,1,60,202320012230021032,0.0179297410210911,0.0
20905,7950,54.8883,38.0919,2,37,202320012230210011,0.0025793071434454,5.522939529335094e-06
20906,7950,54.9381,38.017,3,59,202320012220222030,0.0339315529001295,0.0
20907,7950,54.8958,38.0914,4,23,202320012230210131,2.246131039284832e-05,0.0009941291152803
20908,7950,54.8984,38.0795,5,21,202320012230200332,0.0077884593787201,0.0100130893666845
20909,7950,54.9395,38.0182,6,43,202320012220221301,0.0183209421770999,0.0
20910,7951,54.8853,38.0864,0,252,202320012230130101,0.4936079298221185,0.6541443907752726
20911,7951,54.8809,38.0755,1,174,202320012230022022,0.4755456539144359,0.3458556092247273
20912,7952,54.896,38.0812,0,206,202320012230200303,1.0,0.9999913836185356
20913,7953,54.8852,38.115,0,305,202320012233203232,0.6927397214806947,0.6475715670313381
20914,7953,54.8836,38.1143,1,40,202320012233203310,0.0899379329638076,0.0178196998587346
20915,7953,54.9013,38.0741,2,74,202320012230310220,0.1227305702675663,0.3063683413679296
20916,7953,54.8829,38.119,3,26,202320012233200130,0.0718536185224347,0.0151084195389556
20926,7959,54.8847,38.0862,0,302,202320012230130132,0.5028858627841449,0.5253722485031508
20927,7959,54.8846,38.0732,1,447,202320012230022103,0.4489303509308301,0.3155427933038909
20928,7959,54.8819,38.0554,2,52,202320012223300321,0.0003408499351352,0.1025930839457468
20929,7959,54.8919,38.0689,3,22,202320012230312232,0.0,0.0465114249306125
20938,7964,54.8944,38.068,0,245,202320012230312300,0.6706045311977583,0.0541155265642434
20939,7964,54.8847,38.0647,1,109,202320012230012130,0.091666799344043,0.0
20940,7964,54.8855,38.054,2,130,202320012223300030,0.0975337929277651,0.910715818384688
20941,7964,54.8835,38.075,3,19,202320012230022132,0.0050709293254151,0.0
20942,7965,54.8538,38.1861,0,226,202320012300333033,0.6739896426654943,0.5938219335744821
20947,7967,54.8815,38.0553,0,469,202320012223300321,0.9392847047578528,1.0
20948,7967,54.885,38.0564,1,25,202320012223300003,0.0607152952421472,0.0
20961,7976,54.8821,38.0581,0,470,202320012230011023,0.9981389116355244,1.0
20962,7977,54.894,38.0803,0,767,202320012230200312,0.9479528912252324,0.9331092744677512
20966,7979,54.8831,38.0601,0,272,202320012230011201,0.4678382805954222,0.3318078349596473
20967,7979,54.8793,38.0685,1,96,202320012230021002,0.1792894450535021,0.0723643367663679
20968,7979,54.8798,38.0627,2,173,202320012230012032,0.2951099847017678,0.5474363668200124
20975,7982,54.8967,38.0803,0,417,202320012230200302,0.9691857895238618,0.909495962127541
20976,7982,54.8791,38.0695,1,35,202320012230021013,0.0150084214722987,0.0905040378724589
20977,7984,54.895,38.0707,0,31,202320012230312021,0.1018082645981293,0.0946348944872049
20978,7984,54.8961,38.0786,1,518,202320012230311001,0.7735729343621441,0.7587832656423074
20979,7984,54.8911,38.0859,2,59,202320012230203202,0.0637395362164596,0.0557527904797068
20980,7985,54.8503,38.1727,0,736,202320012300323101,0.9968807814463324,0.9999681597953736
20982,7987,54.8887,38.0668,0,322,202320012230321112,0.9972630161738916,1.0
20983,7988,54.889,38.0653,0,1189,202320012230321122,0.850068980654062,0.8770022746318688
20984,7988,54.8863,38.0551,1,224,202320012223300031,0.1116820305396168,0.0005746438405363
20985,7988,54.8876,38.0681,2,27,202320012230021111,0.0026925971216254,0.032826529390638
20986,7988,54.8846,38.0655,3,23,202320012230012203,1.1758066033298844e-05,0.0033520890697952
20987,7988,54.8842,38.0689,4,17,202320012230021102,0.0040251779387326,0.0
20988,7988,54.8806,38.0691,5,39,202320012230021020,0.0095044367102498,0.0
20995,7992,54.8692,38.1237,0,502,202320012233310013,0.6986978949369876,0.6649076425123469
20996,7992,54.8422,38.191,1,17,202320021032333321,0.0542345430594749,0.0
20997,7992,54.8624,38.1456,2,32,202320012300001102,0.0659287296165636,0.0702272663857808
20998,7992,54.8872,38.0733,3,27,202320012230022111,0.0634528286143025,0.0957127710036552
20999,7992,54.8827,38.06,4,58,202320012230011200,0.0820302935378983,0.1673735316275565
21000,7993,54.9404,38.1488,0,713,202320012303222002,0.9842805709142344,1.0
21001,7993,54.9004,38.0354,1,20,202320012223203220,0.0048683439772548,0.0
21002,7994,54.8948,38.0838,0,66,202320012230200212,0.094686589595031,0.2610129440884176
21003,7994,54.8979,38.071,1,445,202320012230312011,0.8260192808303937,0.6988386961691181
21004,7994,54.894,38.0827,2,50,202320012230200203,0.0610629206313234,0.0401483597424642
21009,7997,54.9006,38.0726,0,474,202320012230313112,0.3393549079589975,0.3817451685769263
21010,7997,54.8889,38.0811,1,645,202320012230200033,0.6430311812375892,0.5064956795066391
21016,8000,54.888,38.0861,0,289,202320012230203230,0.9324559017388212,0.9999640125955916
21017,8002,54.8908,38.072,0,413,202320012230312102,0.9878751333549792,0.9861111988328102
21021,8006,54.8409,38.1889,0,906,202320021032333301,0.8890413809953277,0.9727313064279652
21022,8006,54.8411,38.1967,1,22,202320021032332303,0.0049105809748166,0.0
21023,8006,54.8424,38.1506,2,43,202320021033330111,0.0322053274374187,0.0047071533297322
21024,8007,54.8916,38.07,0,975,202320012230312203,0.8108794988132336,0.8873776814020834
21025,8007,54.8858,38.0764,1,16,202320012230022210,3.229296174898681e-06,0.0003156608978493
21026,8007,54.8934,38.0667,2,104,202320012230321030,0.1161222611531816,0.054080946433718
21027,8007,54.89,38.0618,3,18,202320012230322110,0.0049472817399447,0.0230501077364368
21028,8008,54.889,38.0879,0,1075,202320012230203301,0.7160566784512854,0.9380543014410292
21029,8008,54.8884,38.0846,1,255,202320012230203222,0.2493458871779113,0.00933885830911
21030,8008,54.8942,38.0742,2,33,202320012230311303,0.0169072097932988,0.0083740491063145
21037,8013,54.8959,38.0822,0,721,202320012230200202,0.966577139464533,0.9918092904166502
21038,8014,54.8954,38.0744,0,763,202320012230311302,0.735492945385342,0.9942900441100858
21039,8014,54.8888,38.0722,1,255,202320012230312112,0.2286946941999496,2.706140232186832e-05
21040,8015,54.886,38.0854,0,774,202320012230130113,0.9594056862683245,0.9999902079824528
21041,8015,54.8856,38.087,1,16,202320012230130030,0.0075258108272533,0.0
21058,8020,54.8855,38.0593,0,831,202320012230011123,0.9833251739433588,0.969646637949916
21070,8024,54.883,38.0546,0,669,202320012223300021,0.833287364300966,0.6225388066144866
21071,8024,54.8856,38.0864,1,34,202320012230130101,0.0844425299289391,0.0
21072,8024,54.8861,38.0498,2,211,202320012223303220,0.052816868672156,0.2674512453779304
21073,8024,54.8877,38.0671,3,55,202320012230321111,0.0097836563045236,0.0
21075,8027,54.8848,38.0804,0,623,202320012230133313,0.4279327246084429,0.5262806188070791
21076,8027,54.8947,38.0794,1,428,202320012230200320,0.3157290943423769,0.3924668213923877
21077,8027,54.8917,38.0791,2,27,202320012230200010,0.008532004843349,0.000488607540364
21078,8027,54.8867,38.0816,3,426,202320012230133233,0.1879436539588015,1.4370810010706251e-05
21079,8027,54.8797,38.0789,4,141,202320012230133010,0.0310569467811753,0.0593442599392114
21080,8027,54.8878,38.0849,5,17,202320012230203223,0.0122000744842712,0.0
21081,8027,54.8838,38.0848,6,15,202320012230130120,0.0009207603384355,0.0
21083,8029,54.8946,38.07,0,1714,202320012230312312,0.9212756182987768,0.7891610124073494
21084,8029,54.8779,38.1265,1,15,202320012233311323,0.0231754104966594,0.0
21085,8029,54.8901,38.087,2,91,202320012230203303,0.0254757946088839,0.1853821807408006
21086,8029,54.8968,38.0743,3,66,202320012230311331,0.0092241113665839,0.0207598111089763
21087,8029,54.8987,38.0635,4,19,202320012230320223,0.0087060170056854,0.0
21088,8030,54.9177,38.0629,0,511,202320012230331320,0.2768746965107406,0.0643146953917851
21089,8030,54.8857,38.1057,1,49,202320012233211003,0.0060780433985511,0.0
21090,8030,54.8786,38.1456,2,804,202320012300033002,0.590135071301395,0.8243533271331773
21091,8030,54.8853,38.0806,3,68,202320012230133302,0.0073663243362875,0.0014767954050711
21092,8030,54.8766,38.1456,4,26,202320012300032330,0.0047071803494214,0.0001328604862693
21093,8030,54.8783,38.1408,5,161,202320012233322013,0.0360190137053272,0.0256011937003689
21094,8030,54.8905,38.0789,6,17,202320012230200010,0.0,0.002928040716629
21095,8030,54.8833,38.0812,7,30,202320012230133311,0.0039870643380713,0.0026061095383609
21096,8030,54.9186,38.0607,8,10,202320012230330213,0.0019291181221488,0.0147986141629278
21097,8030,54.89,38.0851,9,30,202320012230203220,0.0017573473304506,2.555009351334226e-05
21098,8030,54.8868,38.0845,10,25,202320012230130111,0.0018795688553128,2.0440074810673807e-05
21099,8030,54.8929,38.098,11,20,202320012230211133,0.0081954487346768,0.0
21100,8030,54.8833,38.1086,12,41,202320012233210311,0.0001057051025834,0.0001481905423773
21101,8030,54.8713,38.1465,13,17,202320012300032310,0.0012618546620905,0.000275941009944
21102,8030,54.8711,38.1214,14,19,202320012233201101,0.000198197067344,0.0004241315523214
21103,8030,54.8968,38.0801,15,21,202320012230200302,0.0014798714361689,0.0007665028054002
21104,8030,54.8984,38.0934,16,28,202320012230210212,0.0038020804085502,0.0001481905423773
21105,8031,54.8877,38.0675,0,21,202320012230321111,0.0014431512096275,0.0
21106,8031,54.8991,38.0548,1,69,202320012223230121,0.1293498406108681,0.0
21107,8031,54.8913,38.0634,2,235,202320012230321231,0.7014752761509379,0.673820620176732
21108,8031,54.8887,38.0812,3,170,202320012230200033,0.1581436726221365,0.3261793798232679
21124,8038,54.8807,38.0704,0,338,202320012230021312,0.7306595735384077,0.3616807557306186
21125,8038,54.882,38.0557,1,147,202320012223300321,0.2108439657432491,0.4960328657043215
21126,8038,54.943,38.1395,2,24,202320012232332000,0.0006608843834658,0.0
21127,8038,54.8912,38.0712,3,25,202320012230312131,0.0051286812898715,0.0175727684164193
21143,8044,54.8846,38.0661,0,234,202320012230012202,0.5331354411155599,0.8582008022099793
21144,8044,54.9099,38.0699,1,114,202320012230302233,0.2700717423208104,0.1417991977900207
21145,8044,54.8916,38.0626,2,48,202320012230321230,0.0854234740055532,0.0
21146,8044,54.9088,38.0768,3,18,202320012230310032,0.0801719156682569,0.0
21155,8047,54.8547,38.1859,0,772,202320012300333033,0.6192681556483233,0.6697259282626041
21156,8047,54.8803,38.1155,1,252,202320012233203131,0.1819787708349695,0.1972425822493551
21157,8047,54.8405,38.1882,2,88,202320021033000010,0.0425767397463857,0.0484793379228442
21158,8047,54.8995,38.0712,3,147,202320012230313103,0.0817280564500051,0.0
21159,8047,54.8529,38.189,4,42,202320012301000110,0.0120729548653693,0.0110482269766751
21160,8047,54.8966,38.0753,5,20,202320012230311321,0.0097083859430787,0.0
21161,8047,54.8572,38.1889,6,27,202320012301003223,0.0039522253167157,0.0004564769627581
21162,8047,54.8501,38.1819,7,19,202320012300330210,0.0049236680420716,0.0045610584327624
21163,8048,54.897,38.0854,0,374,202320012230203113,0.9646198609651137,1.0
21167,8051,54.8869,38.0798,0,234,202320012230133332,0.7950414140741234,0.6161447878487432
21168,8051,54.8985,38.0237,1,39,202320012223132111,0.0509315390935536,0.3838552121512568
21169,8051,54.8979,38.0236,2,41,202320012223101222,0.1539182377367708,0.0
21170,8052,54.8919,38.0674,0,876,202320012230321100,0.6154380202485462,0.7508118602188493
21171,8052,54.8803,38.0605,1,262,202320012230011313,0.2344479051205504,0.0
21172,8052,54.8903,38.0857,2,79,202320012230203231,0.0294200029206935,0.0166901988469231
21173,8052,54.8875,38.0586,3,20,202320012230011121,0.024287243032829,0.0
21174,8052,54.892,38.1166,4,52,202320012233130122,0.0474612708847547,0.1386163078009177
21175,8052,54.889,38.0918,5,16,202320012230210011,0.0,0.039851747264384
21181,8055,54.8872,38.0837,0,1031,202320012230133222,0.9787421687279222,0.9599895345656646
21182,8055,54.9392,38.047,1,48,202320012220112302,0.0151726705761891,0.0
21185,8058,54.8918,38.0709,0,841,202320012230312130,0.8851669180287776,0.9865601869887028
21186,8058,54.8867,38.0815,1,60,202320012230133233,0.0141442139159499,0.0
21187,8058,54.8869,38.079,2,15,202320012230133333,0.0022744874251008,0.0
21188,8058,54.8866,38.0847,3,15,202320012230130111,0.0338564382668242,0.0
21189,8059,54.8871,38.0808,0,386,202320012230133300,0.7038308625559812,0.7352720793925669
21190,8059,54.8838,38.0828,1,34,202320012230133213,0.0132337084151964,0.0040961769015585
21191,8059,54.8982,38.0856,2,29,202320012230203103,0.0233549650386658,0.0
21192,8059,54.891,38.0794,3,45,202320012230200013,0.0271917812750137,0.0112977887305181
21193,8059,54.9004,38.0833,4,260,202320012230201331,0.0860339888996937,0.0727820700679365
21194,8059,54.8971,38.08,5,24,202320012230200302,0.0085732997281152,0.0037881310776608
21195,8059,54.8853,38.1047,6,39,202320012233211031,0.0158830961783987,0.0148278273611296
21196,8059,54.8984,38.0795,7,117,202320012230200332,0.0910086196061309,0.0852870654056214
21197,8059,54.8841,38.0769,8,18,202320012230022202,0.0016141088994291,0.0
21198,8059,54.9083,38.0787,9,18,202320012230201111,0.0023583189452724,0.0
21199,8060,54.8874,38.0808,0,810,202320012230133300,0.9828147515610824,0.9999388333480588
21200,8061,54.8957,38.0748,0,443,202320012230311313,0.5766498906757404,0.58665753490113
21201,8061,54.8848,38.0773,1,158,202320012230022231,0.1741037351377227,0.0
21202,8061,54.8982,38.0794,2,180,202320012230200332,0.141121015702155,0.271356783919598
21203,8061,54.8893,38.0787,3,17,202320012230200003,0.0,0.0
21204,8061,54.8924,38.0665,4,18,202320012230321101,0.0,0.0940518758610803
21205,8061,54.8877,38.0839,5,21,202320012230200111,0.0138046136131344,0.0
21206,8061,54.8911,38.0783,6,25,202320012230311103,0.0078273582342514,0.0015210760617668
21207,8061,54.9,38.0847,7,16,202320012230202000,0.0170261213822726,0.0
21212,8067,54.878,38.1252,0,237,202320012233311011,0.988711356246848,0.9963323006801268
21216,8070,54.8411,38.192,0,645,202320021032333013,0.985968358429307,1.0
21217,8071,54.8947,38.0811,0,453,202320012230200310,0.9844139762755056,0.9213326893611352
21219,8073,54.8898,38.0725,0,337,202320012230312110,0.6165437009733855,0.3105037798856815
21220,8073,54.8862,38.0894,1,334,202320012230130003,0.3638993810152323,0.6861772961012886
21221,8073,54.8873,38.0735,2,18,202320012230022111,0.0085112939883664,0.0
21222,8073,54.8983,38.0784,3,19,202320012230311000,0.0031283769947711,0.0
21232,8083,54.8918,38.0672,0,223,202320012230321103,1.0,1.0
21233,8084,54.8479,38.1703,0,228,202320012300322312,0.3989451535203078,0.3199299939125141
21234,8084,54.8475,38.1671,1,138,202320012300322212,0.455895788919959,0.6760479172101922
21235,8084,54.8571,38.189,2,28,202320012301003223,0.1083017248539549,0.0004239499086877
21238,8088,54.8983,38.079,0,197,202320012230200333,0.0545124580638179,0.0214976635019484
21239,8088,54.892,38.0693,1,918,202320012230312201,0.7783804933276725,0.84343464037685
21240,8088,54.8841,38.0884,2,201,202320012230130013,0.0872722126487017,0.0940267021629363
21241,8088,54.8855,38.057,3,24,202320012230011110,0.0055110178733464,0.0
21242,8088,54.8841,38.0773,4,23,202320012230022231,0.0202259350832063,0.0
21243,8088,54.8911,38.0765,5,25,202320012230311130,0.0055110178733464,2.3517846517830057e-06
21244,8088,54.8865,38.0595,6,49,202320012230011211,0.037240162167112,0.0
21245,8089,54.8912,38.076,0,576,202320012230311130,0.6318650612203425,0.7168943981231969
21246,8089,54.8855,38.0849,1,18,202320012230130113,0.0,0.0110008559743841
21247,8089,54.898,38.0235,2,135,202320012223101222,0.2389181019153584,0.0387724693275845
21248,8089,54.8969,38.0354,3,56,202320012223200113,0.0812249149011837,0.1541704974162254
21249,8089,54.8754,38.1312,4,16,202320012233313033,0.0140476553370929,0.0
21250,8090,54.8862,38.0831,0,175,202320012230133220,1.0,1.0
21257,8094,54.8983,38.0791,0,244,202320012230200333,0.2129500598441001,0.4978265812457367
21258,8094,54.8886,38.0864,1,752,202320012230203233,0.7111615180396904,0.4698596974601094
21259,8094,54.8804,38.0675,2,16,202320012230012301,0.039269935883743,0.0002942474621156
21260,8094,54.8917,38.0696,3,27,202320012230312202,0.0064455316970294,0.0
21262,8096,54.9093,38.0729,0,44,202320012230313222,0.2072700886301204,0.5267918088737201
21263,8096,54.9108,38.0703,1,87,202320012230302233,0.474024291218189,0.0
21264,8096,54.9087,38.0758,2,16,202320012230310100,0.0104870337416423,0.0
21265,8096,54.8949,38.0737,3,27,202320012230311301,0.1295646815592911,0.1034812286689419
21266,8096,54.9095,38.0747,4,25,202320012230310103,0.0340238305028132,0.3697269624573379
21267,8096,54.9027,38.0752,5,21,202320012230310201,0.1446300743479437,0.0
21269,8098,54.8867,38.0608,0,494,202320012230011221,0.5520666591677987,1.0
21270,8098,54.8852,38.0817,1,463,202320012230133232,0.3872833620309241,0.0
21278,8102,54.9035,38.0377,0,36,202320012223203133,0.0081668171841077,0.0179722659251399
21279,8102,54.8849,38.0856,1,474,202320012230130131,0.4656521193055065,0.4631224616735575
21280,8102,54.8982,38.0795,2,66,202320012230200332,0.0420751072062966,0.0274340492481065
21281,8102,54.892,38.0627,3,139,202320012230321233,0.0844612173372168,0.1108997109509348
21282,8102,54.8899,38.0853,4,31,202320012230203220,0.0208222438861011,0.0080275145439244
21283,8102,54.8979,38.0426,5,20,202320012223201300,0.051880670570152,0.0
21284,8102,54.8796,38.0626,6,24,202320012230012032,0.031312611766676,0.0050931177051699
21285,8102,54.8954,38.0718,7,22,202320012230312031,0.0193180662795078,0.0
21286,8102,54.8919,38.0743,8,30,202320012230311232,0.053797525134419,0.0
21287,8102,54.8873,38.066,9,25,202320012230012212,0.0079425362288503,0.0061615015915992
21288,8102,54.9,38.0739,10,20,202320012230310223,0.0147726389196236,0.0249094434890783
21289,8102,54.8865,38.0813,11,16,202320012230133300,0.0044915999306224,0.0258387911163148
21290,8102,54.8877,38.0619,12,15,202320012230322111,0.0079126321014826,0.0
21291,8103,54.8846,38.0778,0,475,202320012230022231,0.0771611930225889,0.2144149562434059
21292,8103,54.8435,38.0927,1,1333,202320021103223011,0.8124460384926739,0.6832246851411067
21293,8103,54.8457,38.0972,2,78,202320012230111030,0.0049632705307198,0.0017788062120602
21294,8103,54.8886,38.0722,3,110,202320012230312112,0.0471819617671334,0.0
21295,8103,54.8409,38.0811,4,29,202320021103233310,0.01652469674623,0.002150877425471
21296,8103,54.8967,38.0902,5,19,202320012230210110,0.0,0.0156117003654452
21297,8103,54.8864,38.0812,6,21,202320012230133300,0.00562546238576,5.096865937135256e-06
21298,8103,54.8895,38.0848,7,50,202320012230203220,0.0016634005928042,0.0112232987935718
21299,8103,54.8984,38.0797,8,54,202320012230200332,0.0093229642749078,0.0201377173176213
21300,8103,54.8874,38.0701,9,29,202320012230021122,3.802058497838371e-05,0.0
21301,8103,54.891,38.0787,10,16,202320012230200010,1.584191040765988e-06,9.17435868684346e-05
21302,8104,54.8846,38.0883,0,2014,202320012230130013,0.9772765908000318,0.9359441724820332
21303,8104,54.8893,38.0865,1,43,202320012230203232,0.0003195479418745,0.0167834528730843
21304,8104,54.887,38.0535,2,28,202320012223300100,0.0,0.0256510636463874
21305,8104,54.8831,38.0754,3,22,202320012230022133,0.0046920827424744,0.0119491863275736
21306,8104,54.8873,38.0751,4,16,202320012230022121,0.0038862194143127,0.0
21307,8105,54.9,38.0848,0,31,202320012230202003,0.015005035246727,0.0
21308,8105,54.8995,38.071,1,143,202320012230313100,0.218147029204431,0.0
21309,8105,54.888,38.0727,2,555,202320012230312111,0.7265726753944277,0.928695935489126
21310,8105,54.8797,38.0649,3,17,202320012230012312,0.01202416918429,0.0407509978007656
21312,8108,54.8792,38.0699,0,1173,202320012230021012,0.9864298714784996,0.9884881581052968
21313,8108,54.8811,38.0706,1,30,202320012230021311,0.0075103007023459,0.0113051421560783
21319,8112,54.8841,38.0881,0,55,202320012230130020,0.0165908165908165,0.0442580356360876
21320,8112,54.8844,38.0902,1,409,202320012230123301,0.5637843637843638,0.781755724447991
21321,8112,54.8877,38.078,2,173,202320012230311111,0.2239242239242239,0.0600227712848259
21322,8112,54.8944,38.0826,3,20,202320012230200203,0.0075998075998075,0.0096729303918801
21323,8112,54.8873,38.0735,4,16,202320012230022111,0.0,0.0709315791010208
21324,8112,54.8809,38.0549,5,18,202320012223300312,0.0436748436748436,0.0
21334,8118,54.8843,38.0827,0,443,202320012230133202,0.7123738402170976,0.9212282404245888
21335,8118,54.8836,38.0727,1,28,202320012230021230,0.0598147573175698,0.0
21336,8118,54.8913,38.0714,2,85,202320012230312131,0.1418917011762144,0.0019408403119721
21338,8120,54.8889,38.0896,0,719,202320012230210000,0.7149611985643625,0.7045697386652696
21339,8120,54.9039,38.08,1,267,202320012230201023,0.1141132634606584,0.2096330559825731
21340,8120,54.891,38.0796,2,39,202320012230200013,0.0359376313225484,0.039375995257233
21341,8120,54.8869,38.0877,3,93,202320012230130032,0.0376061086191171,0.0094028111923784
21342,8120,54.8872,38.0777,4,18,202320012230022221,0.0150816651154393,0.0
21343,8120,54.8897,38.0845,5,19,202320012230203221,0.0077384973120706,0.0
21344,8120,54.9,38.0803,6,20,202320012230201010,0.0016622516350143,0.0
21350,8124,54.8747,38.1197,0,178,202320012233201321,1.0,1.0
21359,8130,54.8988,38.0488,0,285,202320012223231300,0.2873261199652718,0.2886447459305887
21360,8130,54.8863,38.0818,1,379,202320012230133232,0.6604400689974337,0.7045913646374998
21361,8131,54.8916,38.0663,0,486,202320012230321102,1.0,1.0
21368,8134,54.9156,38.0612,0,482,202320012230330232,0.5275497353969784,0.0
21369,8134,54.8926,38.08,1,542,202320012230200021,0.2650018649619806,0.9960591826322548
21370,8134,54.9062,38.0374,2,128,202320012223203312,0.2026161169645066,0.0
21379,8140,54.8853,38.0683,0,750,202320012230021110,0.9861258180531808,0.9995795259924724
21385,8143,54.8435,38.1915,0,591,202320021032333011,0.9338314855180416,0.8381192429311214
21386,8143,54.8411,38.1973,1,28,202320021032332232,0.0162304568050306,0.0048852023280326
21387,8143,54.8416,38.2005,2,49,202320021032301113,0.0190531449450359,0.1411209385454379
21388,8144,54.8814,38.0674,0,58,202320012230012300,0.1219192843817712,0.2174532651521502
21389,8144,54.8842,38.0648,1,485,202320012230012130,0.7752917048074807,0.7258361975018861
21390,8144,54.8914,38.0639,2,18,202320012230321202,0.000382373729766,4.191466174867969e-05
21391,8145,54.8906,38.0891,0,1026,202320012230203323,0.970428265453739,0.9784041949166694
21395,8150,54.886,38.0604,0,151,202320012230011213,0.4424097368203863,0.2549346623239022
21411,8158,54.888,38.0548,0,382,202320012223233323,1.0,1.0
21414,8161,54.8648,38.1349,0,340,202320012233331110,0.8085973149006014,0.8010394767577669
21415,8161,54.8797,38.1549,1,36,202320012300030323,0.0285200723151608,0.1425338705909834
21416,8161,54.8966,38.0801,2,40,202320012230200302,0.0671899452778269,0.056280658724597
21417,8161,54.8829,38.1088,3,25,202320012233210311,0.0640946898325022,0.0
21418,8162,54.8913,38.0659,0,222,202320012230321131,1.0,1.0
21420,8164,54.9323,38.0472,0,225,202320012220112212,0.0753953426067583,0.1112355934829505
21421,8164,54.885,38.0957,1,603,202320012230122330,0.7661362530756703,0.6825500876011584
21422,8164,54.886,38.0984,2,79,202320012230122232,0.0295475856428767,0.0017996972694659
21423,8164,54.8908,38.0963,3,66,202320012230211013,0.017449361600124,0.0163641347746802
21424,8164,54.9366,38.0485,4,17,202320012220112133,0.0065038529600462,0.0065909443047328
21425,8164,54.9335,38.0529,5,76,202320012220111213,0.0181684868054625,0.0354576117659678
