,id,lat,lon,cluster,cluster_size,inq,wd_rate,wd_all,work_place,geometry
2136,5429.0,54.9011,38.0782,0.0,5805.0,37797.258823633194,1.0,1.0,False,POINT (38.0782 54.9011)
2148,5454.0,54.842,38.1936,0.0,11919.0,27866.001358687878,1.0,1.0,False,POINT (38.1936 54.842)
2150,5458.0,54.8967,38.085,0.0,6341.0,27589.95497226715,1.0,1.0,False,POINT (38.085 54.8967)
2155,5464.0,54.8549,38.1861,0.0,3111.0,19289.15078675747,1.0,1.0,True,POINT (38.1861 54.8549)
2156,5467.0,54.8876,38.0547,0.0,2918.0,54375.5,1.0,1.0,False,POINT (38.0547 54.8876)
2157,5471.0,54.8728,38.1448,0.0,8418.0,29986.18162381649,1.0,1.0,False,POINT (38.1448 54.8728)
2158,5477.0,54.8911,38.0794,0.0,1287.0,30927.0,1.0,1.0,False,POINT (38.0794 54.8911)
2159,5482.0,54.8566,38.1576,0.0,6017.0,24917.795998334885,1.0,1.0,True,POINT (38.1576 54.8566)
2160,5484.0,54.8906,38.0726,0.0,7725.0,23857.609836101532,1.0,1.0,True,POINT (38.0726 54.8906)
2161,5486.0,54.8901,38.0727,0.0,4153.0,30270.681250035763,1.0,1.0,False,POINT (38.0727 54.8901)
2164,5490.0,54.8825,38.0604,2.0,736.0,40762.82614946365,0.875,0.4375,True,POINT (38.0604 54.8825)
2167,5500.0,54.8961,38.0821,0.0,15256.0,46977.40626788139,1.0,1.0,False,POINT (38.0821 54.8961)
2168,5506.0,54.8855,38.0767,0.0,4085.0,24700.052083313465,1.0,1.0,True,POINT (38.0767 54.8855)
2169,5507.0,54.8857,38.0762,0.0,11747.0,34145.47826075554,1.0,1.0,False,POINT (38.0762 54.8857)
2172,5510.0,54.8428,38.1916,0.0,1405.0,39076.725979566574,1.0,1.0,False,POINT (38.1916 54.8428)
2173,5514.0,54.8898,38.0922,0.0,9544.0,24896.808991611004,1.0,1.0,True,POINT (38.0922 54.8898)
2177,5531.0,54.8801,38.0706,1.0,6826.0,15312.74285697937,1.0,0.5365853658536586,True,POINT (38.0706 54.8801)
2179,5535.0,54.8479,38.1805,0.0,1439.0,26065.0,1.0,1.0,False,POINT (38.1805 54.8479)
2180,5537.0,54.8978,38.0476,0.0,9329.0,25330.275735259056,1.0,1.0,False,POINT (38.0476 54.8978)
2181,5539.0,54.8935,38.098,0.0,4598.0,34581.791666686535,1.0,1.0,False,POINT (38.098 54.8935)
2184,5545.0,54.8875,38.0697,0.0,1045.0,34943.73611110449,1.0,1.0,False,POINT (38.0697 54.8875)
2186,5549.0,54.8875,38.0561,0.0,2273.0,17571.509537518024,0.6363636363636364,0.4117647058823529,True,POINT (38.0561 54.8875)
2187,5549.0,54.9115,38.0366,1.0,3491.0,17660.937386989594,0.9090909090909091,0.5882352941176471,True,POINT (38.0366 54.9115)
2190,5560.0,54.887,38.0651,0.0,1963.0,34910.66794383526,1.0,1.0,False,POINT (38.0651 54.887)
2192,5566.0,54.853,38.1804,0.0,10298.0,34031.14867025614,1.0,1.0,False,POINT (38.1804 54.853)
2193,5568.0,54.8857,38.0678,0.0,2400.0,30525.0,1.0,1.0,False,POINT (38.0678 54.8857)
2196,5576.0,54.893,38.0787,0.0,6484.0,54850.858181774616,1.0,1.0,False,POINT (38.0787 54.893)
2198,5583.0,54.888,38.088,0.0,18212.0,39663.177106916904,1.0,1.0,False,POINT (38.088 54.888)
2202,5593.0,54.8952,38.0753,0.0,17119.0,38017.86944437027,1.0,1.0,False,POINT (38.0753 54.8952)
2203,5598.0,54.8916,38.0728,0.0,3420.0,30484.022727251053,0.8181818181818182,0.45,True,POINT (38.0728 54.8916)
2204,5598.0,54.8933,38.08,1.0,2439.0,31165.5,1.0,0.55,True,POINT (38.08 54.8933)
2207,5604.0,54.8939,38.0774,0.0,3666.0,41125.42682337761,1.0,1.0,False,POINT (38.0774 54.8939)
2208,5607.0,54.8969,38.0842,0.0,6397.0,33019.22500002384,1.0,1.0,False,POINT (38.0842 54.8969)
2209,5608.0,54.8852,38.054,0.0,5309.0,27709.61363631487,1.0,1.0,False,POINT (38.054 54.8852)
2211,5621.0,54.8836,38.0836,0.0,4115.0,33396.0,1.0,1.0,False,POINT (38.0836 54.8836)
2212,5631.0,54.8853,38.0565,0.0,2911.0,23788.25,1.0,1.0,True,POINT (38.0565 54.8853)
2214,5651.0,54.902,38.1761,1.0,2466.0,25067.666666686535,1.0,0.6666666666666666,True,POINT (38.1761 54.902)
2216,5653.0,54.8839,38.0794,0.0,1422.0,44456.68421047926,1.0,1.0,False,POINT (38.0794 54.8839)
2217,5656.0,54.888,38.0863,0.0,3553.0,33338.823358953,1.0,1.0,False,POINT (38.0863 54.888)
2221,5662.0,54.9433,38.0306,0.0,1920.0,36282.750915288925,0.8888888888888888,0.8888888888888888,False,POINT (38.0306 54.9433)
2222,5662.0,54.8909,38.0617,1.0,455.0,15251.178571403027,0.1111111111111111,0.1111111111111111,True,POINT (38.0617 54.8909)
2223,5665.0,54.8881,38.1034,0.0,5387.0,26268.59375,1.0,1.0,False,POINT (38.1034 54.8881)
2228,5678.0,54.8749,38.1288,0.0,3404.0,29934.836834847927,1.0,1.0,False,POINT (38.1288 54.8749)
2232,5688.0,54.8843,38.0879,0.0,3895.0,39365.0,0.875,0.5833333333333334,True,POINT (38.0879 54.8843)
2234,5690.0,54.8833,38.0677,0.0,2980.0,17645.37680286169,1.0,1.0,True,POINT (38.0677 54.8833)
2235,5694.0,54.8843,38.0638,0.0,1274.0,43654.78965520859,1.0,1.0,False,POINT (38.0638 54.8843)
2241,5726.0,54.8923,38.079,0.0,2429.0,21493.416666686535,1.0,1.0,True,POINT (38.079 54.8923)
2242,5728.0,54.8872,38.0728,0.0,9490.0,28912.231609225273,1.0,1.0,False,POINT (38.0728 54.8872)
2243,5730.0,54.9403,38.1366,0.0,5653.0,37299.62187498808,1.0,1.0,False,POINT (38.1366 54.9403)
2245,5739.0,54.8425,38.0678,0.0,2176.0,29451.375,1.0,1.0,False,POINT (38.0678 54.8425)
2246,5741.0,54.8847,38.0724,0.0,6582.0,33596.55835598707,1.0,1.0,False,POINT (38.0724 54.8847)
2247,5744.0,54.8956,38.0607,0.0,485.0,32510.416666686535,0.7142857142857143,0.4166666666666667,True,POINT (38.0607 54.8956)
2248,5744.0,54.8942,38.0627,1.0,483.0,28978.23809504509,0.8571428571428571,0.5,True,POINT (38.0627 54.8942)
2249,5744.0,54.8806,38.0674,2.0,242.0,32061.90909087658,0.14285714285714285,0.08333333333333333,True,POINT (38.0674 54.8806)
2250,5745.0,54.8936,38.0821,0.0,1441.0,18968.008341789246,1.0,1.0,True,POINT (38.0821 54.8936)
2251,5746.0,54.8975,38.0525,0.0,8955.0,33095.500061392784,1.0,1.0,False,POINT (38.0525 54.8975)
2253,5751.0,54.8813,38.0651,0.0,2357.0,40594.583333313465,1.0,1.0,False,POINT (38.0651 54.8813)
2260,5776.0,54.8984,38.0859,0.0,1724.0,17465.515625,0.6666666666666666,0.4,True,POINT (38.0859 54.8984)
2261,5776.0,54.8879,38.0659,1.0,996.0,26443.12023448944,1.0,0.6,True,POINT (38.0659 54.8879)
2263,5777.0,54.886,38.0884,1.0,2593.0,32382.834090948105,1.0,0.5,True,POINT (38.0884 54.886)
2267,5783.0,54.8806,38.066,0.0,9088.0,34877.85071706772,1.0,0.5,True,POINT (38.066 54.8806)
2269,5784.0,54.8872,38.062,0.0,1443.0,30145.816666722298,1.0,1.0,False,POINT (38.062 54.8872)
2271,5792.0,54.9325,38.047,0.0,3171.0,36406.99349594116,0.6666666666666666,0.45454545454545453,True,POINT (38.047 54.9325)
2272,5792.0,54.8717,38.1558,1.0,1577.0,33873.75,0.8,0.5454545454545454,True,POINT (38.1558 54.8717)
2273,5795.0,54.8926,38.0684,0.0,2929.0,20724.114583313465,1.0,1.0,True,POINT (38.0684 54.8926)
2274,5797.0,54.8831,38.0506,0.0,2379.0,40566.168162465096,0.8666666666666667,0.5652173913043478,True,POINT (38.0506 54.8831)
2275,5797.0,54.8886,38.0809,1.0,1714.0,33283.799999952316,0.6666666666666666,0.43478260869565216,True,POINT (38.0809 54.8886)
2277,5803.0,54.8964,38.077,0.0,2781.0,32592.630252063274,1.0,1.0,False,POINT (38.077 54.8964)
2279,5812.0,54.8916,38.0741,0.0,1966.0,30487.100000023842,1.0,1.0,False,POINT (38.0741 54.8916)
2281,5826.0,54.8954,38.0779,0.0,1315.0,25221.45161294937,1.0,1.0,False,POINT (38.0779 54.8954)
2283,5829.0,54.8899,38.0937,1.0,798.0,30775.49545454979,0.6,0.6,True,POINT (38.0937 54.8899)
2286,5856.0,54.8873,38.0704,0.0,523.0,28156.235294103622,1.0,1.0,False,POINT (38.0704 54.8873)
2287,5858.0,54.8919,38.0813,0.0,651.0,31638.69444435835,1.0,0.6153846153846154,True,POINT (38.0813 54.8919)
2288,5858.0,54.8936,38.0659,1.0,1007.0,37367.42857146263,0.625,0.38461538461538464,True,POINT (38.0659 54.8936)
2292,5881.0,54.8903,38.0652,0.0,12789.0,23791.189189195633,1.0,1.0,True,POINT (38.0652 54.8903)
2297,5890.0,54.914,38.0634,0.0,2825.0,17034.207956552505,0.9444444444444444,0.4857142857142857,True,POINT (38.0634 54.914)
2298,5890.0,54.8926,38.0654,1.0,4092.0,34552.421875,1.0,0.5142857142857142,True,POINT (38.0654 54.8926)
2302,5910.0,54.885,38.0843,0.0,2436.0,41952.40909087658,1.0,1.0,False,POINT (38.0843 54.885)
2303,5913.0,54.8734,38.1408,0.0,9150.0,27577.96241557598,1.0,1.0,False,POINT (38.1408 54.8734)
2304,5918.0,54.8826,38.0616,0.0,8698.0,41124.11800599098,1.0,1.0,False,POINT (38.0616 54.8826)
2305,5929.0,54.9043,38.0688,0.0,5729.0,15216.727272748947,1.0,1.0,True,POINT (38.0688 54.9043)
2316,5994.0,54.8853,38.0914,0.0,7341.0,25429.821150302887,1.0,0.5333333333333333,True,POINT (38.0914 54.8853)
2318,6006.0,54.8937,38.0741,0.0,1304.0,18619.982142686844,0.875,0.5,True,POINT (38.0741 54.8937)
2319,6006.0,54.8967,38.0751,1.0,1145.0,17254.0,0.875,0.5,True,POINT (38.0751 54.8967)
2322,6009.0,54.882,38.0542,0.0,1069.0,29902.5,1.0,1.0,False,POINT (38.0542 54.882)
2325,6022.0,54.8864,38.0882,0.0,12935.0,25568.540455818176,1.0,1.0,False,POINT (38.0882 54.8864)
2327,6027.0,54.8911,38.0764,0.0,2638.0,33456.25555562973,0.8235294117647058,0.6363636363636364,True,POINT (38.0764 54.8911)
2328,6027.0,54.8987,38.0699,1.0,1702.0,23915.982142806053,0.47058823529411764,0.36363636363636365,True,POINT (38.0699 54.8987)
2331,6036.0,54.8965,38.0778,0.0,3057.0,40097.18506491184,1.0,1.0,False,POINT (38.0778 54.8965)
2332,6058.0,54.8881,38.0842,0.0,7248.0,32190.235294103622,1.0,1.0,False,POINT (38.0842 54.8881)
2333,6063.0,54.8857,38.054,0.0,3766.0,39197.450000047684,1.0,1.0,False,POINT (38.054 54.8857)
2338,6077.0,54.8877,38.0674,0.0,2568.0,25922.000000059605,0.7777777777777778,0.4666666666666667,True,POINT (38.0674 54.8877)
2339,6077.0,54.8935,38.0775,1.0,5362.0,44357.54017853737,0.8888888888888888,0.5333333333333333,True,POINT (38.0775 54.8935)
2340,6088.0,54.8798,38.0688,0.0,5892.0,26142.125606894493,1.0,1.0,False,POINT (38.0688 54.8798)
2342,6101.0,54.8866,38.0766,0.0,4034.0,18285.087607085705,1.0,1.0,True,POINT (38.0766 54.8866)
2343,6103.0,54.8953,38.0718,0.0,1424.0,20063.75,0.6923076923076923,0.42857142857142855,True,POINT (38.0718 54.8953)
2344,6103.0,54.8936,38.0778,1.0,403.0,46305.66666662693,0.9230769230769231,0.5714285714285714,True,POINT (38.0778 54.8936)
2345,6107.0,54.8467,38.1645,0.0,2031.0,35062.66748774052,1.0,0.8823529411764706,False,POINT (38.1645 54.8467)
2347,6111.0,54.8892,38.0708,0.0,2054.0,25325.6839286685,1.0,1.0,False,POINT (38.0708 54.8892)
2348,6113.0,54.8916,38.0664,0.0,3476.0,39380.54497742653,1.0,1.0,False,POINT (38.0664 54.8916)
2351,6131.0,54.8855,38.0539,0.0,8647.0,28023.592417001724,1.0,1.0,False,POINT (38.0539 54.8855)
2352,6136.0,54.8415,38.1944,0.0,1615.0,30254.408333301544,1.0,1.0,False,POINT (38.1944 54.8415)
2356,6161.0,54.8536,38.2043,0.0,10978.0,30493.14201927185,1.0,1.0,False,POINT (38.2043 54.8536)
2357,6179.0,54.8867,38.0668,0.0,3742.0,39184.85454559326,1.0,1.0,False,POINT (38.0668 54.8867)
2359,6187.0,54.8411,38.1891,0.0,1890.0,39703.158333301544,1.0,1.0,False,POINT (38.1891 54.8411)
2360,6196.0,54.8423,38.1759,0.0,1638.0,18138.57748544216,1.0,1.0,True,POINT (38.1759 54.8423)
2363,6205.0,54.8833,38.0799,0.0,18884.0,38022.98645579815,1.0,1.0,False,POINT (38.0799 54.8833)
2364,6209.0,54.8786,38.1143,0.0,906.0,18781.2340426445,1.0,1.0,True,POINT (38.1143 54.8786)
2365,6213.0,54.8514,38.2023,0.0,1723.0,20678.125,1.0,0.6666666666666666,True,POINT (38.2023 54.8514)
2366,6213.0,54.8488,38.2109,1.0,463.0,25081.440789461136,0.5,0.3333333333333333,True,POINT (38.2109 54.8488)
2369,6221.0,54.9421,38.1409,0.0,3998.0,24517.344625473022,1.0,1.0,True,POINT (38.1409 54.9421)
2371,6232.0,54.8853,38.0914,0.0,3807.0,25237.16666662693,1.0,1.0,False,POINT (38.0914 54.8853)
2372,6240.0,54.8836,38.0641,0.0,4138.0,36319.222222328186,1.0,1.0,False,POINT (38.0641 54.8836)
2373,6242.0,54.8793,38.0682,0.0,4696.0,20197.225113213062,1.0,1.0,True,POINT (38.0682 54.8793)
2375,6255.0,54.8906,38.0725,0.0,4922.0,21022.53479886055,1.0,1.0,True,POINT (38.0725 54.8906)
2376,6264.0,54.8836,38.0654,0.0,6496.0,22862.76545059681,1.0,1.0,True,POINT (38.0654 54.8836)
2377,6267.0,54.8437,38.1828,0.0,2130.0,31066.302631616592,1.0,1.0,False,POINT (38.1828 54.8437)
2378,6274.0,54.8916,38.0628,0.0,2808.0,20377.749999940395,0.8571428571428571,0.46153846153846156,True,POINT (38.0628 54.8916)
2379,6274.0,54.8936,38.0663,1.0,2256.0,46047.35139852762,1.0,0.5384615384615384,True,POINT (38.0663 54.8936)
2383,6313.0,54.893,38.0674,0.0,2278.0,33359.133333444595,1.0,1.0,False,POINT (38.0674 54.893)
2385,6324.0,54.8473,38.1847,0.0,3722.0,20997.796875,1.0,1.0,True,POINT (38.1847 54.8473)
2386,6326.0,54.8807,38.0703,0.0,5627.0,22098.526801109314,0.9411764705882353,0.5925925925925926,True,POINT (38.0703 54.8807)
2387,6326.0,54.8984,38.0818,1.0,3634.0,20642.004887104034,0.6470588235294118,0.4074074074074074,True,POINT (38.0818 54.8984)
2388,6329.0,54.8844,38.0784,0.0,5684.0,32068.848228633404,1.0,1.0,False,POINT (38.0784 54.8844)
2390,6334.0,54.8409,38.1923,0.0,4212.0,33414.64901280403,1.0,1.0,False,POINT (38.1923 54.8409)
2392,6339.0,54.891,38.0784,0.0,1950.0,38877.0,1.0,0.7058823529411765,False,POINT (38.0784 54.891)
2395,6351.0,54.888,38.0869,0.0,3579.0,28296.980653762817,1.0,1.0,False,POINT (38.0869 54.888)
2397,6361.0,54.8805,38.0694,0.0,1852.0,20503.156682133675,0.8823529411764706,0.75,True,POINT (38.0694 54.8805)
2398,6361.0,54.918,38.1043,1.0,1211.0,34491.11686050892,0.29411764705882354,0.25,True,POINT (38.1043 54.918)
2402,6370.0,54.8843,38.0903,0.0,12108.0,37376.46644508839,1.0,1.0,False,POINT (38.0903 54.8843)
2404,6371.0,54.8908,38.0781,1.0,735.0,31075.966666579247,1.0,0.631578947368421,True,POINT (38.0781 54.8908)
2405,6374.0,54.8434,38.1811,0.0,1107.0,45445.43918913603,1.0,1.0,False,POINT (38.1811 54.8434)
2406,6375.0,54.8903,38.0919,0.0,4044.0,39275.81637597084,1.0,1.0,False,POINT (38.0919 54.8903)
2408,6386.0,54.909,38.0651,0.0,362.0,18398.083333313465,0.7,0.2916666666666667,True,POINT (38.0651 54.909)
2410,6386.0,54.8854,38.0534,2.0,448.0,19735.444444417953,1.0,0.4166666666666667,True,POINT (38.0534 54.8854)
2414,6399.0,54.8959,38.082,0.0,2697.0,19678.099206089973,1.0,1.0,True,POINT (38.082 54.8959)
2415,6406.0,54.8855,38.053,0.0,9089.0,37667.52380955219,1.0,1.0,False,POINT (38.053 54.8855)
2420,6425.0,54.8466,38.1651,0.0,2798.0,19689.0,1.0,1.0,True,POINT (38.1651 54.8466)
2422,6433.0,54.8914,38.0626,0.0,1777.0,21649.0,0.6875,0.4074074074074074,True,POINT (38.0626 54.8914)
2423,6433.0,54.8886,38.0662,1.0,910.0,32821.75,1.0,0.5925925925925926,True,POINT (38.0662 54.8886)
2424,6448.0,54.8801,38.0701,0.0,10598.0,34820.052488565445,1.0,1.0,False,POINT (38.0701 54.8801)
2427,6452.0,54.895,38.0727,0.0,4706.0,28084.283333301544,1.0,1.0,False,POINT (38.0727 54.895)
2428,6453.0,54.8968,38.0849,0.0,2184.0,32363.66666674614,1.0,1.0,False,POINT (38.0849 54.8968)
2429,6460.0,54.8998,38.0855,0.0,4127.0,25642.0,1.0,1.0,False,POINT (38.0855 54.8998)
2430,6462.0,54.8917,38.086,0.0,791.0,31097.174999952316,1.0,1.0,False,POINT (38.086 54.8917)
2431,6464.0,54.8871,38.0588,0.0,4028.0,29339.925258040428,1.0,1.0,False,POINT (38.0588 54.8871)
2432,6466.0,54.8439,38.1844,0.0,2411.0,30947.0,1.0,1.0,False,POINT (38.1844 54.8439)
2433,6471.0,54.8846,38.0687,0.0,4037.0,37295.26666665077,1.0,0.5526315789473685,True,POINT (38.0687 54.8846)
2434,6471.0,54.9166,38.0648,1.0,1428.0,17871.149999916553,0.8095238095238095,0.4473684210526316,True,POINT (38.0648 54.9166)
2443,6489.0,54.8863,38.0687,0.0,2879.0,35175.43348938227,1.0,1.0,False,POINT (38.0687 54.8863)
2444,6491.0,54.8817,38.062,0.0,1527.0,20992.0,1.0,1.0,True,POINT (38.062 54.8817)
2446,6505.0,54.8879,38.0891,0.0,5369.0,37616.81818187237,1.0,1.0,False,POINT (38.0891 54.8879)
2447,6512.0,54.8991,38.0387,0.0,1972.0,30335.6875,0.5238095238095238,0.28205128205128205,True,POINT (38.0387 54.8991)
2448,6512.0,54.8909,38.0778,1.0,4242.0,30806.541814684868,1.0,0.5384615384615384,True,POINT (38.0778 54.8909)
2451,6519.0,54.8915,38.0919,0.0,6418.0,37308.38839280605,1.0,1.0,False,POINT (38.0919 54.8915)
2453,6546.0,54.8857,38.1053,0.0,4492.0,27603.599999904633,1.0,1.0,False,POINT (38.1053 54.8857)
2457,6561.0,54.9174,38.0665,0.0,1765.0,16778.53571420908,0.9444444444444444,0.6538461538461539,True,POINT (38.0665 54.9174)
2459,6576.0,54.9181,38.0654,0.0,1514.0,33858.53961735964,0.42857142857142855,0.3333333333333333,True,POINT (38.0654 54.9181)
2460,6576.0,54.8842,38.0706,1.0,3530.0,38135.75887095928,0.8571428571428571,0.6666666666666666,True,POINT (38.0706 54.8842)
2462,6585.0,54.843,38.0943,0.0,718.0,32277.996590852737,0.4444444444444444,0.4,True,POINT (38.0943 54.843)
2463,6585.0,54.8991,38.0779,1.0,912.0,39108.35416674614,0.6666666666666666,0.6,True,POINT (38.0779 54.8991)
2464,6588.0,54.8435,38.1898,0.0,3250.0,48471.172727286816,1.0,1.0,False,POINT (38.1898 54.8435)
2465,6592.0,54.8551,38.1893,0.0,5998.0,32104.533333301544,1.0,1.0,False,POINT (38.1893 54.8551)
2466,6602.0,54.8873,38.0637,0.0,3115.0,50124.98913037777,1.0,1.0,False,POINT (38.0637 54.8873)
2472,6616.0,54.8888,38.06,1.0,1820.0,29553.0,1.0,1.0,False,POINT (38.06 54.8888)
2474,6622.0,54.8935,38.064,0.0,1056.0,36650.062962949276,1.0,1.0,False,POINT (38.064 54.8935)
2481,6639.0,54.8857,38.0679,0.0,4192.0,31929.185714125633,1.0,1.0,False,POINT (38.0679 54.8857)
2482,6646.0,54.887,38.0883,0.0,7604.0,39969.64685320854,1.0,0.7619047619047619,False,POINT (38.0883 54.887)
2486,6652.0,54.886,38.0606,0.0,4122.0,38559.16368418932,1.0,0.5714285714285714,True,POINT (38.0606 54.886)
2487,6652.0,54.8883,38.0686,1.0,3099.0,17647.89160835743,0.75,0.42857142857142855,True,POINT (38.0686 54.8883)
2488,6657.0,54.8417,38.194,0.0,3453.0,29497.791827619076,1.0,1.0,False,POINT (38.194 54.8417)
2489,6666.0,54.8838,38.0826,0.0,785.0,41604.75,1.0,1.0,False,POINT (38.0826 54.8838)
2490,6667.0,54.9036,38.0665,1.0,2815.0,19654.375,1.0,0.5,True,POINT (38.0665 54.9036)
2491,6667.0,54.8554,38.1881,0.0,1323.0,38923.584243655205,1.0,0.5,True,POINT (38.1881 54.8554)
2492,6668.0,54.8937,38.081,0.0,6079.0,36058.886642217636,1.0,1.0,False,POINT (38.081 54.8937)
2493,6670.0,54.8881,38.0838,0.0,6010.0,29237.66236424446,1.0,0.6190476190476191,True,POINT (38.0838 54.8881)
2494,6670.0,54.887,38.0678,1.0,1699.0,25701.974747300148,0.6153846153846154,0.38095238095238093,True,POINT (38.0678 54.887)
2497,6676.0,54.8856,38.0906,0.0,4043.0,23238.94620102644,1.0,1.0,True,POINT (38.0906 54.8856)
2503,6695.0,54.8416,38.1943,0.0,24546.0,40555.024712741375,1.0,1.0,False,POINT (38.1943 54.8416)
2504,6696.0,54.8797,38.0682,0.0,2303.0,32749.899999976158,1.0,1.0,False,POINT (38.0682 54.8797)
2505,6698.0,54.8913,38.068,0.0,4094.0,38627.68446987867,1.0,1.0,False,POINT (38.068 54.8913)
2506,6704.0,54.8858,38.0679,0.0,5550.0,31128.15027332306,1.0,1.0,False,POINT (38.0679 54.8858)
2510,6717.0,54.8448,38.1921,0.0,24115.0,27282.33622676134,1.0,1.0,False,POINT (38.1921 54.8448)
2514,6727.0,54.8859,38.0685,0.0,562.0,36321.52272725105,0.8888888888888888,0.47058823529411764,True,POINT (38.0685 54.8859)
2515,6727.0,54.8877,38.0672,1.0,655.0,36899.61875003576,1.0,0.5294117647058824,True,POINT (38.0672 54.8877)
2516,6732.0,54.932,38.0481,0.0,1857.0,33133.04736948013,0.7777777777777778,0.4666666666666667,True,POINT (38.0481 54.932)
2517,6732.0,54.8841,38.0545,1.0,2062.0,35596.91199398041,0.8888888888888888,0.5333333333333333,True,POINT (38.0545 54.8841)
2520,6741.0,54.8804,38.0598,0.0,1311.0,31384.5,1.0,1.0,False,POINT (38.0598 54.8804)
2522,6754.0,54.8913,38.0753,0.0,2185.0,24645.0,1.0,1.0,True,POINT (38.0753 54.8913)
2524,6768.0,54.8873,38.0611,0.0,960.0,25572.987132310867,0.3888888888888889,0.28,True,POINT (38.0611 54.8873)
2525,6768.0,54.8819,38.0544,1.0,2623.0,37179.21153849363,1.0,0.72,False,POINT (38.0544 54.8819)
2526,6776.0,54.8876,38.067,0.0,1623.0,46101.78125,1.0,1.0,False,POINT (38.067 54.8876)
2530,6783.0,54.8906,38.0919,0.0,1994.0,33667.05882358551,1.0,1.0,False,POINT (38.0919 54.8906)
2531,6787.0,54.8886,38.0721,0.0,12686.0,35927.28996062279,1.0,1.0,False,POINT (38.0721 54.8886)
2532,6798.0,54.8929,38.0741,0.0,3509.0,46808.60610282421,1.0,1.0,False,POINT (38.0741 54.8929)
2533,6803.0,54.8895,38.0652,0.0,4287.0,41811.38235282898,1.0,0.6666666666666666,True,POINT (38.0652 54.8895)
2534,6803.0,54.8983,38.079,1.0,1985.0,24318.8125,0.5,0.3333333333333333,True,POINT (38.079 54.8983)
2536,6808.0,54.8855,38.0908,1.0,6454.0,29264.409226179123,1.0,0.625,True,POINT (38.0908 54.8855)
2537,6812.0,54.8837,38.0834,0.0,2552.0,41912.367424190044,1.0,1.0,False,POINT (38.0834 54.8837)
2538,6831.0,54.9023,38.0719,0.0,768.0,14219.480769217014,0.7692307692307693,0.43478260869565216,True,POINT (38.0719 54.9023)
2539,6831.0,54.8876,38.0804,1.0,2481.0,41477.105412721634,1.0,0.5652173913043478,True,POINT (38.0804 54.8876)
2544,6856.0,54.8539,38.2014,0.0,3474.0,22899.0,1.0,0.5526315789473685,True,POINT (38.2014 54.8539)
2545,6856.0,54.8976,38.0651,1.0,2226.0,15657.09090912342,0.8095238095238095,0.4473684210526316,True,POINT (38.0651 54.8976)
2546,6862.0,54.8744,38.1197,0.0,530.0,20406.16060489416,0.6,0.375,True,POINT (38.1197 54.8744)
2547,6862.0,54.8677,38.1249,1.0,1183.0,46965.329004347324,1.0,0.625,True,POINT (38.1249 54.8677)
2550,6872.0,54.8959,38.082,0.0,4355.0,28734.642857074738,1.0,1.0,False,POINT (38.082 54.8959)
2553,6879.0,54.8822,38.0644,0.0,1613.0,17625.0,1.0,1.0,True,POINT (38.0644 54.8822)
2554,6888.0,54.8933,38.0673,0.0,4272.0,44970.282051324844,1.0,1.0,False,POINT (38.0673 54.8933)
2555,6894.0,54.8882,38.0631,0.0,5937.0,31784.008787870407,1.0,1.0,False,POINT (38.0631 54.8882)
2559,6906.0,54.888,38.0868,0.0,6872.0,27206.31759339571,1.0,1.0,False,POINT (38.0868 54.888)
2563,6928.0,54.8871,38.082,0.0,8841.0,23987.75087404251,0.9,0.6,True,POINT (38.082 54.8871)
2564,6928.0,54.8928,38.0805,1.0,3930.0,33744.27670621872,0.6,0.4,True,POINT (38.0805 54.8928)
2565,6930.0,54.8862,38.0544,1.0,731.0,16643.555555462837,0.75,0.42857142857142855,True,POINT (38.0544 54.8862)
2566,6930.0,54.8853,38.0604,0.0,1829.0,37603.84999996424,1.0,0.5714285714285714,True,POINT (38.0604 54.8853)
2568,6934.0,54.8882,38.087,0.0,9681.0,31880.204785585403,1.0,1.0,False,POINT (38.087 54.8882)
2572,6948.0,54.8931,38.0842,0.0,9531.0,28609.341930687428,1.0,1.0,False,POINT (38.0842 54.8931)
2575,6954.0,54.8846,38.0733,0.0,3663.0,21861.606029748917,1.0,1.0,True,POINT (38.0733 54.8846)
2576,6955.0,54.8808,38.0636,0.0,1717.0,25125.277777671814,1.0,1.0,False,POINT (38.0636 54.8808)
2577,6958.0,54.8945,38.0823,0.0,8863.0,33621.20752000809,1.0,1.0,False,POINT (38.0823 54.8945)
2579,6967.0,54.88,38.0658,0.0,6913.0,43153.62469357252,0.9333333333333333,0.7368421052631579,False,POINT (38.0658 54.88)
2580,6967.0,54.9086,38.0338,1.0,2018.0,39087.020107746124,0.3333333333333333,0.2631578947368421,True,POINT (38.0338 54.9086)
2582,6972.0,54.9392,38.1356,0.0,10247.0,45342.53532612324,1.0,1.0,False,POINT (38.1356 54.9392)
2583,6975.0,54.8856,38.0603,0.0,3967.0,35330.5,1.0,1.0,False,POINT (38.0603 54.8856)
2595,7038.0,54.8624,38.1345,0.0,817.0,36896.81818175316,1.0,0.6,True,POINT (38.1345 54.8624)
2597,7041.0,54.9057,38.0881,0.0,2515.0,34419.957792401314,0.8888888888888888,0.47058823529411764,True,POINT (38.0881 54.9057)
2598,7041.0,54.9078,38.0903,1.0,2941.0,34610.51590907574,1.0,0.5294117647058824,True,POINT (38.0903 54.9078)
2599,7043.0,54.8813,38.0686,0.0,3868.0,34153.35714280605,1.0,1.0,False,POINT (38.0686 54.8813)
