,id,lat,lon,cluster,cluster_size,inq,wd_rate,wd_all,work_place,geometry
1264,3118.0,54.8573,38.1762,0.0,3812.0,34426.50369465351,0.9166666666666666,0.4782608695652174,True,POINT (38.1762 54.8573)
1265,3118.0,54.8537,38.1825,1.0,5368.0,22656.898601412773,1.0,0.5217391304347826,True,POINT (38.1825 54.8537)
1266,3119.0,54.8882,38.0893,0.0,4466.0,20096.857142806053,1.0,1.0,True,POINT (38.0893 54.8882)
1267,3120.0,54.8954,38.0753,0.0,4122.0,46853.121212124825,1.0,1.0,False,POINT (38.0753 54.8954)
1272,3129.0,54.8875,38.0545,0.0,1804.0,34688.68181824684,1.0,1.0,False,POINT (38.0545 54.8875)
1274,3133.0,54.8784,38.0734,0.0,3331.0,34624.1217058897,0.8,0.7272727272727273,False,POINT (38.0734 54.8784)
1275,3133.0,54.8804,38.0703,1.0,1204.0,28527.3913295269,0.3,0.2727272727272727,True,POINT (38.0703 54.8804)
1277,3136.0,54.8913,38.0765,0.0,3471.0,24906.200000047684,1.0,1.0,True,POINT (38.0765 54.8913)
1278,3148.0,54.8885,38.0681,0.0,1451.0,40692.200000047684,1.0,0.5757575757575758,True,POINT (38.0681 54.8885)
1279,3148.0,54.8968,38.0667,1.0,1227.0,17941.0,0.7368421052631579,0.42424242424242425,True,POINT (38.0667 54.8968)
1281,3155.0,54.8892,38.058,0.0,11427.0,26531.02359712124,1.0,1.0,False,POINT (38.058 54.8892)
1282,3156.0,54.8962,38.083,0.0,5310.0,33704.0,0.9090909090909091,0.5714285714285714,True,POINT (38.083 54.8962)
1283,3156.0,54.9085,38.0337,1.0,6010.0,31059.0,0.6818181818181818,0.42857142857142855,True,POINT (38.0337 54.9085)
1284,3157.0,54.8865,38.0548,0.0,3572.0,32367.658555865288,1.0,1.0,False,POINT (38.0548 54.8865)
1285,3164.0,54.8465,38.1049,0.0,1846.0,26212.700000047684,0.46153846153846156,0.3157894736842105,True,POINT (38.1049 54.8465)
1286,3164.0,54.8879,38.0646,1.0,5102.0,33706.589285612106,1.0,0.6842105263157895,True,POINT (38.0646 54.8879)
1287,3172.0,54.8894,38.0841,0.0,7071.0,22851.245363354683,0.5263157894736842,0.3448275862068966,True,POINT (38.0841 54.8894)
1288,3172.0,54.8889,38.0895,1.0,4706.0,41852.61276233196,1.0,0.6551724137931034,True,POINT (38.0895 54.8889)
1294,3176.0,54.8821,38.058,0.0,3072.0,21571.460396051407,1.0,1.0,True,POINT (38.058 54.8821)
1296,3193.0,54.8804,38.0627,0.0,8394.0,39467.56805562973,1.0,1.0,False,POINT (38.0627 54.8804)
1297,3198.0,54.8823,38.0618,0.0,3158.0,30648.0,1.0,1.0,False,POINT (38.0618 54.8823)
1298,3202.0,54.9071,38.0626,0.0,1651.0,26350.861111164093,0.4666666666666667,0.3181818181818182,True,POINT (38.0626 54.9071)
1299,3202.0,54.8827,38.0762,1.0,4085.0,45443.0359492898,1.0,0.6818181818181818,True,POINT (38.0762 54.8827)
1301,3209.0,54.8826,38.0761,0.0,1521.0,19068.0,1.0,1.0,True,POINT (38.0761 54.8826)
1302,3213.0,54.8451,38.1852,0.0,5419.0,26437.5869410038,0.8666666666666667,0.5652173913043478,True,POINT (38.1852 54.8451)
1303,3213.0,54.8437,38.1881,1.0,1683.0,32850.56926012039,0.6666666666666666,0.43478260869565216,True,POINT (38.1881 54.8437)
1304,3214.0,54.8509,38.0422,0.0,3286.0,34578.8860784173,1.0,1.0,False,POINT (38.0422 54.8509)
1308,3235.0,54.8859,38.0911,0.0,4395.0,35615.48863637447,1.0,1.0,False,POINT (38.0911 54.8859)
1309,3241.0,54.8948,38.0806,0.0,8293.0,28134.56818175316,1.0,1.0,False,POINT (38.0806 54.8948)
1310,3242.0,54.8867,38.0916,0.0,13506.0,23993.06981241703,1.0,1.0,True,POINT (38.0916 54.8867)
1316,3255.0,54.8861,38.0671,0.0,4632.0,35300.42857146263,1.0,1.0,False,POINT (38.0671 54.8861)
1319,3260.0,54.9173,38.0638,0.0,14605.0,37966.20294594765,1.0,1.0,False,POINT (38.0638 54.9173)
1324,3279.0,54.8921,38.0739,0.0,12841.0,36382.846153497696,1.0,0.72,False,POINT (38.0739 54.8921)
1325,3279.0,54.9116,38.0369,1.0,4032.0,51439.99319720268,0.3888888888888889,0.28,True,POINT (38.0369 54.9116)
1327,3282.0,54.9052,38.0928,0.0,1655.0,16137.0,0.8461538461538461,0.4583333333333333,True,POINT (38.0928 54.9052)
1328,3282.0,54.884,38.0836,1.0,3684.0,32523.5,1.0,0.5416666666666666,True,POINT (38.0836 54.884)
1329,3285.0,54.8475,38.1698,0.0,4375.0,31928.03480041027,1.0,1.0,False,POINT (38.1698 54.8475)
1330,3289.0,54.8424,38.1802,0.0,1951.0,41819.45416665077,1.0,1.0,False,POINT (38.1802 54.8424)
1331,3292.0,54.8925,38.0775,0.0,4862.0,36232.33333325386,1.0,0.5238095238095238,True,POINT (38.0775 54.8925)
1332,3292.0,54.8856,38.0528,1.0,3078.0,18742.90602004528,0.9090909090909091,0.47619047619047616,True,POINT (38.0528 54.8856)
1333,3298.0,54.9403,38.1348,0.0,7073.0,27660.01281452179,1.0,1.0,False,POINT (38.1348 54.9403)
1336,3305.0,54.9023,38.0672,0.0,5864.0,25022.35178565979,1.0,1.0,False,POINT (38.0672 54.9023)
1337,3307.0,54.8753,38.1493,0.0,15425.0,18478.75861477852,0.8,0.7619047619047619,True,POINT (38.1493 54.8753)
1338,3307.0,54.8834,38.0724,1.0,3417.0,27731.90542459488,0.25,0.23809523809523808,True,POINT (38.0724 54.8834)
1339,3315.0,54.8911,38.0861,0.0,1953.0,16972.30000001192,0.35294117647058826,0.3333333333333333,True,POINT (38.0861 54.8911)
1340,3315.0,54.8848,38.0846,1.0,3589.0,20821.0,0.7058823529411765,0.6666666666666666,True,POINT (38.0846 54.8848)
1341,3319.0,54.8918,38.067,0.0,1275.0,36309.56785708666,1.0,1.0,False,POINT (38.067 54.8918)
1343,3323.0,54.8851,38.066,0.0,1059.0,33865.76767683029,0.8461538461538461,0.55,True,POINT (38.066 54.8851)
1344,3323.0,54.8984,38.0647,1.0,1464.0,41915.26923084259,0.6923076923076923,0.45,True,POINT (38.0647 54.8984)
1345,3324.0,54.8921,38.0726,0.0,12303.0,33638.46296286583,1.0,0.6129032258064516,True,POINT (38.0726 54.8921)
1346,3324.0,54.9169,38.0652,1.0,4394.0,17815.07142829895,0.631578947368421,0.3870967741935484,True,POINT (38.0652 54.9169)
1349,3331.0,54.8871,38.0839,0.0,1607.0,33891.41666662693,1.0,1.0,False,POINT (38.0839 54.8871)
1351,3339.0,54.9311,38.0392,0.0,5111.0,27285.692307710648,1.0,1.0,False,POINT (38.0392 54.9311)
1353,3341.0,54.9313,38.158,0.0,4241.0,23466.99880963564,1.0,1.0,True,POINT (38.158 54.9313)
1354,3343.0,54.845,38.1913,0.0,15230.0,20240.442888081074,1.0,1.0,True,POINT (38.1913 54.845)
1356,3346.0,54.9116,38.0371,0.0,6441.0,26767.018117666245,1.0,1.0,False,POINT (38.0371 54.9116)
1357,3348.0,54.8961,38.0833,0.0,4997.0,39019.416666686535,1.0,1.0,False,POINT (38.0833 54.8961)
1359,3355.0,54.8962,38.0762,0.0,4156.0,40728.17195779085,1.0,1.0,False,POINT (38.0762 54.8962)
1361,3357.0,54.8834,38.0833,0.0,5371.0,33754.5039999485,1.0,1.0,False,POINT (38.0833 54.8834)
1364,3367.0,54.8405,38.1883,0.0,2834.0,30639.51168435812,1.0,1.0,False,POINT (38.1883 54.8405)
1365,3369.0,54.8829,38.1124,0.0,6213.0,34885.3903632164,1.0,1.0,False,POINT (38.1124 54.8829)
1369,3377.0,54.867,38.1342,0.0,1928.0,44816.504896342754,1.0,0.75,False,POINT (38.1342 54.867)
1373,3384.0,54.8862,38.0673,0.0,13079.0,32185.75,1.0,1.0,False,POINT (38.0673 54.8862)
1374,3393.0,54.8874,38.0791,0.0,6140.0,45026.0,1.0,0.5675675675675675,True,POINT (38.0791 54.8874)
1375,3393.0,54.8979,38.0811,1.0,3499.0,19064.083333313465,0.7619047619047619,0.43243243243243246,True,POINT (38.0811 54.8979)
1377,3400.0,54.8439,38.1815,0.0,1605.0,29342.545454502106,1.0,1.0,False,POINT (38.1815 54.8439)
1383,3410.0,54.8547,38.1858,0.0,5030.0,23098.5826086998,0.7222222222222222,0.6842105263157895,True,POINT (38.1858 54.8547)
1384,3410.0,54.8447,38.1811,1.0,3274.0,27399.04166662693,0.3333333333333333,0.3157894736842105,True,POINT (38.1811 54.8447)
1385,3415.0,54.8919,38.0748,0.0,8179.0,44541.0396822691,0.8947368421052632,0.6296296296296297,True,POINT (38.0748 54.8919)
1386,3415.0,54.9055,38.0915,1.0,4607.0,38999.24283093214,0.5263157894736842,0.37037037037037035,True,POINT (38.0915 54.9055)
1390,3424.0,54.8855,38.0773,0.0,2293.0,22995.625,1.0,1.0,True,POINT (38.0773 54.8855)
1391,3428.0,54.8853,38.0541,0.0,1628.0,33609.48529410362,1.0,0.6666666666666666,True,POINT (38.0541 54.8853)
1392,3428.0,54.8822,38.0528,1.0,357.0,23895.0,0.5,0.3333333333333333,True,POINT (38.0528 54.8822)
1393,3431.0,54.8809,38.0542,0.0,20686.0,25932.767174899578,1.0,1.0,False,POINT (38.0542 54.8809)
1394,3437.0,54.8883,38.0612,0.0,3118.0,30765.65993785858,0.7142857142857143,0.6666666666666666,True,POINT (38.0612 54.8883)
1395,3437.0,54.8814,38.0586,1.0,1451.0,31345.846047520638,0.35714285714285715,0.3333333333333333,True,POINT (38.0586 54.8814)
1398,3450.0,54.8815,38.0541,0.0,4524.0,33541.5625,1.0,0.5882352941176471,True,POINT (38.0541 54.8815)
1399,3450.0,54.9001,38.0737,1.0,1699.0,22981.0,0.7,0.4117647058823529,True,POINT (38.0737 54.9001)
1402,3456.0,54.8918,38.0668,0.0,12604.0,34199.40741986036,1.0,1.0,False,POINT (38.0668 54.8918)
1404,3461.0,54.8738,38.1304,0.0,6195.0,35596.17570441961,1.0,1.0,False,POINT (38.1304 54.8738)
1405,3464.0,54.8866,38.0604,0.0,4240.0,21456.80882358551,1.0,1.0,True,POINT (38.0604 54.8866)
1406,3484.0,54.8856,38.0861,0.0,4062.0,30282.0,1.0,1.0,False,POINT (38.0861 54.8856)
1407,3485.0,54.8906,38.0902,0.0,9375.0,27999.69285708666,1.0,1.0,False,POINT (38.0902 54.8906)
1412,3509.0,54.9179,38.105,0.0,4524.0,27362.0,1.0,1.0,False,POINT (38.105 54.9179)
1413,3515.0,54.8846,38.0882,0.0,1239.0,24123.670940458775,0.5,0.5,True,POINT (38.0882 54.8846)
1414,3515.0,54.8864,38.087,1.0,1449.0,20816.533372461796,0.5,0.5,True,POINT (38.087 54.8864)
1415,3517.0,54.8886,38.0655,0.0,1785.0,38160.94720482826,0.2857142857142857,0.2857142857142857,True,POINT (38.0655 54.8886)
1416,3517.0,54.9409,38.0346,1.0,6356.0,50308.68452388048,0.7142857142857143,0.7142857142857143,False,POINT (38.0346 54.9409)
1417,3520.0,54.8841,38.0877,0.0,3794.0,25538.541979908943,1.0,1.0,False,POINT (38.0877 54.8841)
1419,3525.0,54.8854,38.0906,0.0,14097.0,28637.755780100822,1.0,1.0,False,POINT (38.0906 54.8854)
1422,3534.0,54.8894,38.0887,0.0,3662.0,43254.97551238537,1.0,1.0,False,POINT (38.0887 54.8894)
1423,3535.0,54.8853,38.1095,0.0,3865.0,28367.5625,1.0,1.0,False,POINT (38.1095 54.8853)
1426,3539.0,54.8912,38.0831,0.0,969.0,31567.674999952316,1.0,1.0,False,POINT (38.0831 54.8912)
1430,3551.0,54.8862,38.0608,0.0,4842.0,42491.273527383804,1.0,1.0,False,POINT (38.0608 54.8862)
1434,3554.0,54.8865,38.084,0.0,2955.0,29358.25,1.0,1.0,False,POINT (38.084 54.8865)
1435,3557.0,54.8958,38.0752,0.0,1985.0,40830.91666662693,1.0,1.0,False,POINT (38.0752 54.8958)
1436,3560.0,54.8924,38.0691,0.0,6800.0,40021.0,1.0,0.5,True,POINT (38.0691 54.8924)
1437,3560.0,54.8953,38.0712,1.0,1633.0,16746.857142925262,1.0,0.5,True,POINT (38.0712 54.8953)
1440,3566.0,54.8533,38.1945,0.0,1685.0,25576.651099085808,1.0,1.0,False,POINT (38.1945 54.8533)
1441,3567.0,54.8466,38.105,0.0,5517.0,17483.88235282898,1.0,0.5,True,POINT (38.105 54.8466)
1442,3567.0,54.8428,38.0816,1.0,13627.0,33605.54166674614,1.0,0.5,True,POINT (38.0816 54.8428)
1443,3570.0,54.896,38.0771,0.0,4273.0,33302.009199142456,1.0,1.0,False,POINT (38.0771 54.896)
1444,3572.0,54.8884,38.0872,0.0,4573.0,25400.75633442402,1.0,0.5128205128205128,True,POINT (38.0872 54.8884)
1445,3572.0,54.9053,38.064,1.0,1277.0,14892.086956501007,0.95,0.48717948717948717,True,POINT (38.064 54.9053)
1446,3576.0,54.8607,38.1652,0.0,1079.0,34908.040151536465,1.0,1.0,False,POINT (38.1652 54.8607)
1447,3582.0,54.8912,38.0828,0.0,6260.0,32206.25,1.0,1.0,False,POINT (38.0828 54.8912)
1448,3585.0,54.8883,38.0617,0.0,7944.0,29250.791774332523,1.0,1.0,False,POINT (38.0617 54.8883)
1450,3588.0,54.8896,38.0658,1.0,3072.0,43877.0,1.0,0.52,True,POINT (38.0658 54.8896)
1453,3591.0,54.8878,38.0676,0.0,4038.0,26188.36524438858,1.0,1.0,False,POINT (38.0676 54.8878)
1454,3592.0,54.8954,38.0747,0.0,3309.0,31061.607142925262,0.5625,0.5,True,POINT (38.0747 54.8954)
1455,3592.0,54.8859,38.0764,1.0,3512.0,32011.65240639448,0.5625,0.5,True,POINT (38.0764 54.8859)
1457,3599.0,54.8826,38.074,0.0,1303.0,27788.061818242073,0.5,0.4444444444444444,True,POINT (38.074 54.8826)
1458,3599.0,54.8964,38.0762,1.0,1159.0,21187.5,0.625,0.5555555555555556,True,POINT (38.0762 54.8964)
1459,3605.0,54.8846,38.0841,0.0,2809.0,30126.59659087658,1.0,1.0,False,POINT (38.0841 54.8846)
1461,3609.0,54.8967,38.0803,0.0,2163.0,30904.682415127754,0.8,0.36363636363636365,True,POINT (38.0803 54.8967)
1463,3609.0,54.8899,38.0726,2.0,3121.0,28258.180275678635,0.9,0.4090909090909091,True,POINT (38.0726 54.8899)
1465,3616.0,54.8934,38.0672,0.0,3653.0,26575.343922376633,1.0,1.0,False,POINT (38.0672 54.8934)
1467,3621.0,54.9077,38.0847,0.0,7202.0,27764.482268989086,1.0,1.0,False,POINT (38.0847 54.9077)
1470,3628.0,54.8895,38.1018,1.0,1448.0,23528.09375,1.0,0.631578947368421,True,POINT (38.1018 54.8895)
1473,3633.0,54.8936,38.0822,0.0,7234.0,25457.630952477455,1.0,1.0,False,POINT (38.0822 54.8936)
1474,3634.0,54.8995,38.0555,0.0,1059.0,19203.5,0.7777777777777778,0.4375,True,POINT (38.0555 54.8995)
1475,3634.0,54.8926,38.0647,1.0,3573.0,47012.80910277367,1.0,0.5625,True,POINT (38.0647 54.8926)
1476,3636.0,54.8836,38.0499,0.0,5070.0,38023.26124858856,1.0,1.0,False,POINT (38.0499 54.8836)
1477,3637.0,54.8776,38.1553,0.0,5751.0,37861.58333337307,1.0,0.6071428571428571,True,POINT (38.1553 54.8776)
1478,3637.0,54.866,38.1396,1.0,1450.0,15972.494791567326,0.6470588235294118,0.39285714285714285,True,POINT (38.1396 54.866)
1479,3640.0,54.8989,38.0858,0.0,10682.0,27584.20879125595,1.0,1.0,False,POINT (38.0858 54.8989)
1480,3642.0,54.8853,38.0856,0.0,847.0,24759.25,1.0,0.5833333333333334,True,POINT (38.0856 54.8853)
1482,3644.0,54.8882,38.0871,0.0,1072.0,24125.83809518814,1.0,1.0,True,POINT (38.0871 54.8882)
1483,3648.0,54.8867,38.0755,0.0,2323.0,16789.303921580315,0.95,0.48717948717948717,True,POINT (38.0755 54.8867)
1484,3648.0,54.8949,38.0714,1.0,3835.0,42408.25,1.0,0.5128205128205128,True,POINT (38.0714 54.8949)
1485,3653.0,54.8923,38.0796,0.0,928.0,30892.100000023842,1.0,1.0,False,POINT (38.0796 54.8923)
1487,3656.0,54.8847,38.0734,1.0,1569.0,25339.504153728485,0.625,0.5555555555555556,True,POINT (38.0734 54.8847)
1488,3661.0,54.8801,38.0775,0.0,4082.0,20226.662234067917,0.5,0.3333333333333333,True,POINT (38.0775 54.8801)
1489,3661.0,54.897,38.0811,1.0,2828.0,27735.225423812866,1.0,0.6666666666666666,True,POINT (38.0811 54.897)
1490,3663.0,54.8856,38.0769,0.0,8431.0,33843.0,1.0,1.0,False,POINT (38.0769 54.8856)
1492,3667.0,54.8829,38.0553,0.0,3321.0,27398.114035129547,1.0,0.6111111111111112,True,POINT (38.0553 54.8829)
1493,3667.0,54.8988,38.049,1.0,2358.0,27919.900000035763,0.6363636363636364,0.3888888888888889,True,POINT (38.049 54.8988)
1494,3674.0,54.8951,38.0752,0.0,3138.0,42520.45042014122,1.0,0.5151515151515151,True,POINT (38.0752 54.8951)
1495,3674.0,54.8868,38.0763,1.0,6941.0,14576.950232028961,0.9411764705882353,0.48484848484848486,True,POINT (38.0763 54.8868)
1498,3683.0,54.8821,38.0569,0.0,4562.0,32143.25,1.0,1.0,False,POINT (38.0569 54.8821)
1504,3697.0,54.8931,38.0649,0.0,4902.0,25473.644819498062,1.0,1.0,False,POINT (38.0649 54.8931)
1507,3705.0,54.8906,38.0898,0.0,18078.0,23927.506165862083,1.0,1.0,True,POINT (38.0898 54.8906)
1508,3707.0,54.888,38.0863,0.0,6910.0,26963.76017189026,1.0,1.0,False,POINT (38.0863 54.888)
1509,3708.0,54.8927,38.0786,0.0,3138.0,49205.64375001192,1.0,0.5555555555555556,True,POINT (38.0786 54.8927)
1510,3708.0,54.8984,38.0222,1.0,961.0,19232.09090900421,0.8,0.4444444444444444,True,POINT (38.0222 54.8984)
1511,3712.0,54.8737,38.1336,0.0,677.0,19283.018518447876,0.5,0.4,True,POINT (38.1336 54.8737)
1512,3712.0,54.89,38.0923,1.0,339.0,32405.553589761257,0.5,0.4,True,POINT (38.0923 54.89)
1513,3712.0,54.8991,38.0866,2.0,318.0,14789.989461898804,0.25,0.2,True,POINT (38.0866 54.8991)
1515,3719.0,54.8843,38.0898,0.0,821.0,32951.0,1.0,1.0,False,POINT (38.0898 54.8843)
1516,3722.0,54.8434,38.1897,0.0,4805.0,27610.338788866997,1.0,1.0,False,POINT (38.1897 54.8434)
1517,3731.0,54.8918,38.0701,0.0,5151.0,31780.187583208084,1.0,1.0,False,POINT (38.0701 54.8918)
1518,3736.0,54.8877,38.079,0.0,3248.0,42479.15151512623,1.0,1.0,False,POINT (38.079 54.8877)
1519,3737.0,54.8536,38.1811,0.0,6882.0,29993.906767725945,1.0,1.0,False,POINT (38.1811 54.8536)
1521,3743.0,54.9163,38.0659,0.0,2375.0,16571.239709436893,0.7,0.4117647058823529,True,POINT (38.0659 54.9163)
1522,3743.0,54.8958,38.0754,1.0,4917.0,24259.758528232574,1.0,0.5882352941176471,True,POINT (38.0754 54.8958)
1523,3746.0,54.855,38.1862,0.0,3829.0,31170.053030252457,1.0,1.0,False,POINT (38.1862 54.855)
1526,3751.0,54.8458,38.1817,0.0,2922.0,41530.94374984503,1.0,1.0,False,POINT (38.1817 54.8458)
1527,3752.0,54.8856,38.0911,0.0,6103.0,37361.71357381344,1.0,1.0,False,POINT (38.0911 54.8856)
1531,3769.0,54.8802,38.0642,0.0,2514.0,35686.604652285576,0.9285714285714286,0.5416666666666666,True,POINT (38.0642 54.8802)
1532,3769.0,54.8994,38.0475,1.0,3540.0,44154.75,0.7857142857142857,0.4583333333333333,True,POINT (38.0475 54.8994)
1533,3770.0,54.8773,38.1552,0.0,8430.0,31423.228454351425,1.0,1.0,False,POINT (38.1552 54.8773)
1534,3771.0,54.8797,38.0699,0.0,2879.0,41799.26363635063,1.0,1.0,False,POINT (38.0699 54.8797)
1536,3777.0,54.8993,38.1509,0.0,5626.0,27372.294690847397,0.65,0.40625,True,POINT (38.1509 54.8993)
1537,3777.0,54.8809,38.0541,1.0,9682.0,22741.5,0.95,0.59375,True,POINT (38.0541 54.8809)
1541,3793.0,54.9325,38.0481,0.0,2814.0,37657.625,0.75,0.48,True,POINT (38.0481 54.9325)
1542,3793.0,54.8855,38.0866,1.0,3496.0,37926.810000002384,0.8125,0.52,True,POINT (38.0866 54.8855)
1543,3795.0,54.8892,38.0708,0.0,2215.0,17374.799999952316,0.6363636363636364,0.3888888888888889,True,POINT (38.0708 54.8892)
1544,3795.0,54.8927,38.0646,1.0,4475.0,30567.76017701626,1.0,0.6111111111111112,True,POINT (38.0646 54.8927)
1545,3797.0,54.8961,38.0803,0.0,5424.0,24655.16666674614,1.0,1.0,True,POINT (38.0803 54.8961)
1546,3799.0,54.8545,38.1889,0.0,4067.0,26572.35099339485,1.0,1.0,False,POINT (38.1889 54.8545)
1547,3802.0,54.851,38.1912,0.0,17370.0,28977.20408153534,1.0,1.0,False,POINT (38.1912 54.851)
1548,3803.0,54.8533,38.1803,0.0,5791.0,30203.086240887642,1.0,1.0,False,POINT (38.1803 54.8533)
1549,3804.0,54.883,38.0709,0.0,3914.0,24108.33333337307,1.0,0.6428571428571429,True,POINT (38.0709 54.883)
1550,3804.0,54.8955,38.0652,1.0,1218.0,16130.416666686535,0.5555555555555556,0.35714285714285715,True,POINT (38.0652 54.8955)
1551,3809.0,54.8846,38.0738,0.0,8778.0,21417.498389482498,1.0,1.0,True,POINT (38.0738 54.8846)
1552,3810.0,54.8815,38.0629,0.0,2497.0,19521.697711646557,1.0,1.0,True,POINT (38.0629 54.8815)
1554,3814.0,54.8759,38.1428,0.0,7830.0,23364.618038475513,1.0,1.0,True,POINT (38.1428 54.8759)
1555,3815.0,54.9312,38.1581,0.0,706.0,38145.3125,1.0,1.0,False,POINT (38.1581 54.9312)
1556,3817.0,54.8906,38.0923,0.0,1312.0,27219.169642925262,1.0,1.0,False,POINT (38.0923 54.8906)
1557,3822.0,54.8406,38.1882,0.0,1960.0,34052.35000002384,1.0,0.5675675675675675,True,POINT (38.1882 54.8406)
1558,3822.0,54.8983,38.0791,1.0,1623.0,22285.111111164093,0.7619047619047619,0.43243243243243246,True,POINT (38.0791 54.8983)
1559,3824.0,54.8815,38.0541,0.0,1270.0,26674.75,1.0,1.0,False,POINT (38.0541 54.8815)
1561,3840.0,54.88,38.0646,0.0,18537.0,38584.157692193985,1.0,0.59375,True,POINT (38.0646 54.88)
1563,3843.0,54.8917,38.0888,0.0,4755.0,36139.66666674614,1.0,0.5517241379310345,True,POINT (38.0888 54.8917)
1564,3843.0,54.889,38.0691,1.0,3126.0,15668.814285874367,0.8125,0.4482758620689655,True,POINT (38.0691 54.889)
1567,3849.0,54.8817,38.0543,0.0,2346.0,21211.71590912342,1.0,1.0,True,POINT (38.0543 54.8817)
1568,3850.0,54.8808,38.0676,0.0,3710.0,18172.88000011444,1.0,1.0,True,POINT (38.0676 54.8808)
1569,3851.0,54.8879,38.069,0.0,1231.0,16597.79166662693,0.5833333333333334,0.3684210526315789,True,POINT (38.069 54.8879)
1570,3851.0,54.8916,38.0898,1.0,1441.0,17658.875000059605,1.0,0.631578947368421,True,POINT (38.0898 54.8916)
1571,3852.0,54.8817,38.0552,0.0,6907.0,25297.53125,1.0,1.0,False,POINT (38.0552 54.8817)
1572,3855.0,54.8812,38.0561,0.0,6043.0,21443.0,1.0,1.0,True,POINT (38.0561 54.8812)
1573,3862.0,54.8892,38.0879,0.0,3662.0,42320.45059525967,1.0,1.0,False,POINT (38.0879 54.8892)
1575,3873.0,54.8862,38.0914,0.0,7748.0,30471.904165148735,1.0,1.0,False,POINT (38.0914 54.8862)
1576,3876.0,54.8848,38.0895,0.0,2199.0,33829.97500002384,1.0,1.0,False,POINT (38.0895 54.8848)
1577,3877.0,54.8814,38.0548,0.0,2810.0,25996.388888955116,1.0,1.0,False,POINT (38.0548 54.8814)
1578,3878.0,54.8915,38.0677,0.0,6083.0,23903.050000071526,1.0,1.0,True,POINT (38.0677 54.8915)
1580,3882.0,54.8843,38.0827,0.0,1391.0,33752.615384578705,1.0,1.0,False,POINT (38.0827 54.8843)
1581,3889.0,54.895,38.0801,0.0,2585.0,25754.32857143879,1.0,1.0,False,POINT (38.0801 54.895)
1582,3890.0,54.8848,38.0622,0.0,1891.0,15499.3125,1.0,1.0,True,POINT (38.0622 54.8848)
1586,3903.0,54.8871,38.0626,1.0,1179.0,26762.0,1.0,0.6666666666666666,True,POINT (38.0626 54.8871)
1589,3905.0,54.889,38.063,0.0,4680.0,20991.732799887657,1.0,1.0,True,POINT (38.063 54.889)
1592,3910.0,54.8918,38.069,0.0,12394.0,20124.89334845543,1.0,0.5806451612903226,True,POINT (38.069 54.8918)
1593,3910.0,54.8943,38.0789,1.0,4039.0,20575.50638306141,0.7222222222222222,0.41935483870967744,True,POINT (38.0789 54.8943)
1594,3912.0,54.8412,38.195,0.0,5819.0,39358.375,1.0,1.0,False,POINT (38.195 54.8412)
1595,3915.0,54.8718,38.138,0.0,14591.0,36842.21442312002,1.0,1.0,False,POINT (38.138 54.8718)
1596,3919.0,54.8817,38.1069,0.0,4916.0,26451.033984541893,1.0,1.0,False,POINT (38.1069 54.8817)
1605,3941.0,54.933,38.0613,0.0,3288.0,23449.714285612106,1.0,1.0,True,POINT (38.0613 54.933)
1606,3950.0,54.8428,38.1933,0.0,1212.0,28821.850931584835,1.0,0.7272727272727273,False,POINT (38.1933 54.8428)
1607,3950.0,54.8446,38.1924,1.0,464.0,29139.071428656578,0.375,0.2727272727272727,True,POINT (38.1924 54.8446)
1608,3954.0,54.8821,38.0579,0.0,3137.0,31477.523809432983,1.0,1.0,False,POINT (38.0579 54.8821)
1609,3955.0,54.8934,38.0685,0.0,6210.0,36124.42857170105,1.0,1.0,False,POINT (38.0685 54.8934)
1610,3960.0,54.8948,38.0805,0.0,5489.0,43087.84047615528,0.9583333333333334,0.6571428571428571,True,POINT (38.0805 54.8948)
1611,3960.0,54.8874,38.0752,1.0,3046.0,21248.003968179226,0.5,0.34285714285714286,True,POINT (38.0752 54.8874)
1612,3966.0,54.8847,38.0737,0.0,10993.0,41537.703127384186,1.0,1.0,False,POINT (38.0737 54.8847)
1613,3978.0,54.8948,38.0728,0.0,2038.0,24545.574999928474,1.0,1.0,True,POINT (38.0728 54.8948)
1616,3980.0,54.8989,38.0858,0.0,1100.0,24390.469696998596,0.7,0.7,True,POINT (38.0858 54.8989)
1617,3980.0,54.8796,38.0746,1.0,763.0,25025.32499986887,0.3,0.3,True,POINT (38.0746 54.8796)
1619,3994.0,54.9169,38.0655,0.0,5858.0,34006.22113728523,1.0,1.0,False,POINT (38.0655 54.9169)
1623,4013.0,54.894,38.0798,0.0,16329.0,35738.0,1.0,1.0,False,POINT (38.0798 54.894)
1624,4016.0,54.8991,38.0549,0.0,6456.0,19581.592948794365,1.0,1.0,True,POINT (38.0549 54.8991)
1625,4017.0,54.8984,38.0705,0.0,3646.0,42841.27844619751,1.0,1.0,False,POINT (38.0705 54.8984)
1627,4022.0,54.9013,38.0741,1.0,280.0,21899.625,0.8333333333333334,0.45454545454545453,True,POINT (38.0741 54.9013)
1630,4032.0,54.8889,38.0842,0.0,3705.0,23095.600000023842,0.8636363636363636,0.475,True,POINT (38.0842 54.8889)
1631,4032.0,54.887,38.0749,1.0,3965.0,16049.767942428589,0.9545454545454546,0.525,True,POINT (38.0749 54.887)
1632,4034.0,54.8879,38.0626,0.0,2508.0,24899.14661669731,1.0,1.0,True,POINT (38.0626 54.8879)
