,hash,ttl_ppl,id
207,210123030002030031,0.0,1.0
208,210123030002103102,0.0,6.0
209,210123030002103133,0.0,12.0
210,210123030002103132,0.0,4.0
211,210123030002103200,0.0,13.0
212,210123030002101303,0.0,0.0
213,210123030002101300,0.0,0.0
214,210123030002101310,0.0,0.0
215,210123030002033012,0.0,229.0
216,210123030002033021,0.0,197.0
217,210123030002033322,0.0,92.0
218,210123030002033011,0.0,116.0
219,210123030002032000,0.0,120.0
220,210123030002031333,0.0,108.0
221,210123030002032003,20.0,109.0
222,210123030001233311,0.0,191.0
223,210123030001233133,0.0,427.0
224,210123030001233022,0.0,42.0
225,210123030002102000,0.0,0.0
226,210123030002102001,0.0,0.0
227,210123030002102033,0.0,1.0
228,210123030002101233,0.0,0.0
229,210123030002102100,0.0,0.0
230,210123030002101232,0.0,0.0
231,210123030002102032,0.0,0.0
232,210123030002102002,0.0,1.0
233,210123030002102031,0.0,0.0
234,210123030002102003,0.0,0.0
235,210123030001300003,0.0,50.0
236,210123030002030130,0.0,26.0
237,210123030001230122,0.0,17.0
238,210123030001230211,0.0,26.0
239,210123030002103103,0.0,1.0
240,210123030001233331,0.0,32.0
241,210123030002103213,0.0,1.0
242,210123030002103202,0.0,0.0
243,210123030002030132,0.0,121.0
244,210123030002030133,0.0,49.0
245,210123030002101311,0.0,0.0
246,210123030002101201,0.0,0.0
247,210123030002101200,0.0,1.0
248,210123030002100110,0.0,1.0
249,210123030001233330,0.0,44.0
250,210123030002030020,0.0,3.0
251,210123030002030002,0.0,0.0
252,210123030002030001,0.0,0.0
253,210123030002030013,0.0,1.0
254,210123030002030023,0.0,33.0
255,210123030002030022,0.0,136.0
256,210123030002101102,0.0,1.0
257,210123030002100111,0.0,1.0
258,210123030002100113,0.0,9.0
259,210123030002100112,0.0,0.0
260,210123030002101231,0.0,0.0
261,210123030002101230,0.0,0.0
262,210123030002101202,0.0,0.0
263,210123030002033103,135.0,293.0
264,210123030002030012,0.0,29.0
265,210123030002030010,0.0,1.0
266,210123030002030003,0.0,0.0
267,210123030002030011,0.0,7.0
268,210123030002030021,40.0,171.0
269,210123030001300010,0.0,121.0
270,210123030001300011,0.0,81.0
271,210123030002103221,0.0,1.0
272,210123030002103220,0.0,1.0
273,210123030001233312,0.0,62.0
274,210123030002033033,90.0,221.0
275,210123030002033100,270.0,456.0
276,210123030002033031,90.0,473.0
277,210123030002033020,0.0,134.0
278,210123030002033032,45.0,222.0
279,210123030002103201,0.0,11.0
280,210123030002103231,0.0,3.0
281,210123030002103232,0.0,8.0
282,210123030002103222,0.0,2.0
283,210123030002101133,0.0,2.0
284,210123030001233120,0.0,35.0
285,210123030001233121,0.0,35.0
286,210123030001233131,0.0,246.0
287,210123030001233132,0.0,51.0
288,210123030001233023,0.0,28.0
289,210123030002033013,0.0,130.0
290,210123030001300001,0.0,55.0
291,210123030001300002,0.0,162.0
292,210123030002030203,0.0,67.0
293,210123030002030202,0.0,189.0
294,210123030001300013,0.0,73.0
295,210123030001300012,0.0,75.0
296,210123030002102103,0.0,0.0
297,210123030002032011,90.0,356.0
298,210123030002032010,180.0,365.0
299,210123030002032322,225.0,447.0
300,210123030001233021,0.0,40.0
301,210123030001300322,0.0,101.0
302,210123030002033002,45.0,456.0
303,210123030002033010,0.0,121.0
304,210123030002033003,45.0,470.0
305,210123030002101110,0.0,1.0
306,210123030002030000,0.0,1.0
307,210123030002101111,0.0,0.0
308,210123030002030312,0.0,62.0
309,210123030002030321,0.0,157.0
310,210123030002030311,0.0,37.0
311,210123030002103101,0.0,19.0
312,210123030002103022,0.0,5.0
313,210123030002103023,0.0,2.0
314,210123030002103311,0.0,13.0
315,210123030001230123,0.0,26.0
316,210123030001230120,0.0,22.0
317,210123030001230210,0.0,18.0
318,210123030002102010,0.0,0.0
319,210123030002102013,0.0,0.0
320,210123030001230113,0.0,14.0
321,210123030002023301,0.0,0.0
322,210123030002023332,0.0,0.0
323,210123030002023300,0.0,3.0
324,210123030002030223,0.0,38.0
325,210123030002102020,0.0,0.0
326,210123030002102030,0.0,0.0
327,210123030002102023,0.0,0.0
328,210123030002030231,0.0,169.0
329,210123030002103223,0.0,4.0
330,210123030001233101,0.0,26.0
331,210123030001233102,0.0,237.0
332,210123030001233030,0.0,71.0
333,210123030001230203,0.0,18.0
334,210123030001230130,0.0,37.0
335,210123030001230213,0.0,54.0
336,210123030001230202,0.0,17.0
337,210123030001230212,0.0,34.0
338,210123030002023333,0.0,0.0
339,210123030002023331,0.0,0.0
340,210123030002023330,0.0,0.0
341,210123030002023302,0.0,0.0
342,210123030002102101,0.0,0.0
343,210123030002102132,0.0,0.0
344,210123030002101132,0.0,1.0
345,210123030002103303,0.0,28.0
346,210123030002103310,0.0,21.0
347,210123030002103233,0.0,6.0
348,210123030002103300,0.0,12.0
349,210123030002103230,0.0,9.0
350,210123030001230110,0.0,2.0
351,210123030002030310,0.0,81.0
352,210123030002030313,0.0,174.0
353,210123030002030200,0.0,56.0
354,210123030002030201,40.0,315.0
355,210123030001233020,0.0,54.0
356,210123030002032001,0.0,138.0
357,210123030002031332,0.0,67.0
358,210123030002032002,0.0,283.0
359,210123030002103100,0.0,2.0
360,210123030002102011,0.0,0.0
361,210123030002030322,0.0,81.0
362,210123030002032012,0.0,205.0
363,210123030002032013,45.0,488.0
364,210123030002032321,45.0,551.0
365,210123030001230221,20.0,76.0
366,210123030001230220,0.0,30.0
367,210123030001233112,0.0,158.0
368,210123030002031330,0.0,83.0
369,210123030002031331,0.0,28.0
370,210123030002030320,0.0,56.0
371,210123030002101131,0.0,1.0
372,210123030001230131,80.0,72.0
373,210123030001230102,0.0,18.0
374,210123030001233320,20.0,19.0
375,210123030001233323,40.0,42.0
376,210123030002032312,0.0,1135.0
377,210123030002032021,0.0,555.0
378,210123030002032320,90.0,612.0
379,210123030002032323,45.0,483.0
380,210123030002032313,85.0,812.0
381,210123030002101113,0.0,0.0
382,210123030001233113,0.0,141.0
383,210123030001233321,20.0,42.0
384,210123030001300321,0.0,149.0
385,210123030001300021,0.0,37.0
386,210123030001300020,0.0,22.0
387,210123030001300312,0.0,31.0
388,210123030002103302,0.0,13.0
389,210123030002103313,0.0,14.0
390,210123030002103301,0.0,14.0
391,210123030001230103,0.0,6.0
392,210123030002030230,0.0,65.0
393,210123030002030323,0.0,237.0
394,210123030001233110,0.0,144.0
395,210123030001233111,0.0,148.0
396,210123030001233103,0.0,85.0
397,210123030002101220,0.0,0.0
398,210123030002101223,0.0,0.0
399,210123030002101213,0.0,0.0
400,210123030001230200,0.0,11.0
401,210123030001230133,0.0,12.0
402,210123030001230201,20.0,33.0
403,210123030002101203,0.0,0.0
404,210123030002030232,0.0,229.0
405,210123030002102022,0.0,0.0
406,210123030002102133,0.0,0.0
407,210123030002102021,0.0,0.0
408,210123030002032331,180.0,1006.0
409,210123030002032330,180.0,503.0
410,210123030002032302,45.0,7064.0
411,210123030002033001,20.0,283.0
412,210123030002023233,0.0,9.0
413,210123030002103030,0.0,1.0
414,210123030001233012,0.0,36.0
415,210123030002032310,60.0,2163.0
416,210123030002032311,20.0,1683.0
417,210123030002032303,90.0,1527.0
418,210123030001233031,0.0,65.0
419,210123030001233033,0.0,28.0
420,210123030001233100,0.0,23.0
421,210123030001233032,0.0,49.0
422,210123030001300313,0.0,72.0
423,210123030001300320,0.0,60.0
424,210123030001300311,0.0,31.0
425,210123030001300022,0.0,55.0
426,210123030001300310,0.0,53.0
427,210123030002102012,0.0,0.0
428,210123030002102110,0.0,0.0
429,210123030002032333,135.0,482.0
430,210123030002033000,0.0,265.0
431,210123030002032332,540.0,1353.0
432,210123030002102321,0.0,0.0
433,210123030002102312,0.0,0.0
434,210123030002102322,0.0,1.0
435,210123030002103312,0.0,5.0
436,210123030002102102,0.0,1.0
437,210123030001300323,0.0,83.0
438,210123030002031323,0.0,65.0
439,210123030002103033,0.0,1.0
440,210123030002023303,0.0,1.0
441,210123030002023232,0.0,1.0
442,210123030001233002,0.0,134.0
443,210123030001233013,0.0,38.0
444,210123030001233001,0.0,89.0
445,210123030001300031,0.0,131.0
446,210123030002030303,0.0,186.0
447,210123030002103031,0.0,2.0
448,210123030002103032,0.0,0.0
449,210123030002103020,0.0,0.0
450,210123030002102131,0.0,0.0
451,210123030002102130,0.0,0.0
452,210123030001300032,0.0,41.0
453,210123030002101130,0.0,0.0
454,210123030002101120,0.0,0.0
455,210123030002101123,0.0,0.0
456,210123030002023320,0.0,0.0
457,210123030002023323,0.0,0.0
458,210123030002023313,0.0,0.0
459,210123030001230231,0.0,41.0
460,210123030001230132,0.0,15.0
461,210123030002102311,0.0,0.0
462,210123030002102200,0.0,0.0
463,210123030002030331,20.0,164.0
464,210123030002030330,0.0,32.0
465,210123030002030302,0.0,194.0
466,210123030002103001,0.0,0.0
467,210123030002102323,0.0,0.0
468,210123030002102330,0.0,0.0
469,210123030002103002,0.0,0.0
470,210123030002030332,0.0,105.0
471,210123030002030333,0.0,129.0
472,210123030002030301,0.0,80.0
473,210123030002101112,0.0,0.0
474,210123030002132222,0.0,0.0
475,210123030002132221,0.0,0.0
476,210123030002031000,0.0,120.0
477,210123030002023222,0.0,130.0
478,210123030002023223,20.0,261.0
479,210123030002020111,0.0,104.0
480,210123030002031003,0.0,151.0
481,210123030002032232,90.0,572.0
482,210123030002032201,0.0,1096.0
483,210123030002032300,180.0,968.0
484,210123030002032301,180.0,3266.0
485,210123030002032233,45.0,557.0
486,210123030001230222,0.0,132.0
487,210123030001232000,0.0,98.0
488,210123030001231333,0.0,26.0
489,210123030001232003,0.0,134.0
490,210123030002023230,0.0,214.0
491,210123030001230310,0.0,4.0
492,210123030001230311,0.0,3.0
493,210123030001230232,0.0,50.0
494,210123030001230303,0.0,2.0
495,210123030001233322,0.0,42.0
496,210123030001300033,0.0,143.0
497,210123030001300030,0.0,48.0
498,210123030002102120,0.0,0.0
499,210123030002102123,0.0,0.0
500,210123030002102113,0.0,0.0
501,210123030001230100,0.0,22.0
502,210123030001230101,0.0,46.0
503,210123030002031320,0.0,44.0
504,210123030002031322,0.0,99.0
505,210123030002030233,0.0,108.0
506,210123030002031321,0.0,33.0
507,210123030002102320,0.0,0.0
508,210123030002102313,0.0,0.0
509,210123030002101121,0.0,0.0
510,210123030002101122,0.0,0.0
511,210123030002102203,0.0,0.0
512,210123030002102210,0.0,0.0
513,210123030002030300,0.0,149.0
514,210123030001232010,0.0,55.0
515,210123030001232002,0.0,97.0
516,210123030001232001,20.0,110.0
517,210123030001232013,0.0,44.0
518,210123030001230022,0.0,3.0
519,210123030001233000,0.0,14.0
520,210123030001233003,0.0,30.0
521,210123030001232330,0.0,25.0
522,210123030001232323,0.0,139.0
523,210123030001232333,0.0,51.0
524,210123030002032200,0.0,497.0
525,210123030002032022,90.0,862.0
526,210123030002032133,0.0,687.0
527,210123030002132212,0.0,0.0
528,210123030002103013,0.0,0.0
529,210123030002103021,0.0,8.0
530,210123030002103012,0.0,2.0
531,210123030002132220,0.0,0.0
532,210123030002132213,0.0,0.0
533,210123030002132223,0.0,0.0
534,210123030002103321,0.0,4.0
535,210123030002023310,0.0,0.0
536,210123030002032230,0.0,281.0
537,210123030002032231,0.0,340.0
538,210123030001301100,270.0,824.0
539,210123030001301033,0.0,1023.0
540,210123030001301103,0.0,322.0
541,210123030002102333,0.0,0.0
542,210123030002102331,0.0,0.0
543,210123030002102332,0.0,1.0
544,210123030002103000,0.0,0.0
545,210123030002023220,0.0,100.0
546,210123030002023231,0.0,5.0
547,210123030002023221,0.0,115.0
548,210123030002102121,0.0,0.0
549,210123030002102122,0.0,0.0
550,210123030002102112,0.0,0.0
551,210123030001230023,0.0,28.0
552,210123030001230312,0.0,2.0
553,210123030001230021,0.0,2.0
554,210123030001230313,0.0,4.0
555,210123030002023202,0.0,2.0
556,210123030002023201,0.0,2.0
557,210123030002023213,0.0,7.0
558,210123030002031301,0.0,288.0
559,210123030002031302,0.0,208.0
560,210123030002032032,0.0,155.0
561,210123030002031011,0.0,193.0
562,210123030001301001,45.0,477.0
563,210123030001301000,0.0,249.0
564,210123030001301032,0.0,415.0
565,210123030002031012,0.0,119.0
566,210123030002031010,0.0,91.0
567,210123030002031013,0.0,45.0
568,210123030001232331,0.0,14.0
569,210123030001232320,0.0,27.0
570,210123030001232332,0.0,20.0
571,210123030001232322,0.0,30.0
572,210123030002031002,0.0,60.0
573,210123030002020110,0.0,194.0
574,210123030002020112,0.0,115.0
575,210123030002020113,0.0,181.0
576,210123030002031001,0.0,96.0
577,210123030002023200,0.0,2.0
578,210123030002023311,0.0,0.0
579,210123030002023203,0.0,1.0
580,210123030002102111,0.0,0.0
581,210123030002101222,0.0,1.0
582,210123030001233011,0.0,54.0
583,210123030002110111,0.0,1.0
584,210123030002113222,0.0,0.0
585,210123030002103003,0.0,0.0
586,210123030002110110,0.0,1.0
587,210123030001301030,20.0,2279.0
588,210123030001301031,180.0,1192.0
589,210123030001301101,135.0,2188.0
590,210123030002103010,0.0,0.0
591,210123030002110103,0.0,1.0
592,210123030001300111,0.0,14.0
593,210123030001300110,0.0,13.0
594,210123030001303222,0.0,46.0
595,210123030001300023,0.0,35.0
596,210123030001300133,0.0,72.0
597,210123030001300132,0.0,114.0
598,210123030001300200,0.0,75.0
599,210123030001300330,45.0,295.0
600,210123030001300303,180.0,227.0
601,210123030001300302,180.0,404.0
602,210123030001300201,0.0,41.0
603,210123030001300232,180.0,234.0
604,210123030001230020,0.0,6.0
605,210123030001300333,0.0,135.0
606,210123030001300331,90.0,319.0
607,210123030001300332,45.0,184.0
608,210123030001230030,0.0,28.0
609,210123030001230031,0.0,22.0
610,210123030002023133,0.0,2.0
611,210123030002023022,0.0,0.0
612,210123030002023130,0.0,2.0
613,210123030002031021,0.0,278.0
614,210123030002031020,90.0,211.0
615,210123030002031312,0.0,329.0
616,210123030001300100,0.0,102.0
617,210123030002103011,0.0,4.0
618,210123030002103322,0.0,3.0
619,210123030001300101,0.0,32.0
620,210123030001300103,0.0,25.0
621,210123030001233010,0.0,157.0
622,210123030001300102,0.0,18.0
623,210123030002032020,180.0,559.0
624,210123030001230230,0.0,74.0
625,210123030001230233,0.0,35.0
626,210123030001230223,0.0,79.0
627,210123030002103332,0.0,23.0
628,210123030002103331,0.0,12.0
629,210123030001230032,0.0,40.0
630,210123030001230001,0.0,1.0
631,210123030001230033,0.0,4.0
632,210123030002032202,0.0,620.0
633,210123030002032203,0.0,430.0
634,210123030002132230,0.0,0.0
635,210123030002023322,0.0,2.0
636,210123030002132233,0.0,1.0
637,210123030002023321,0.0,0.0
638,210123030002132232,0.0,0.0
639,210123030002132300,0.0,0.0
640,210123030002132303,0.0,0.0
641,210123030002023011,0.0,0.0
642,210123030002132231,0.0,0.0
643,210123030002132202,0.0,1.0
644,210123030002132201,0.0,37.0
645,210123030002110112,0.0,0.0
646,210123030002113221,0.0,0.0
647,210123030002110113,0.0,2.0
648,210123030002101210,0.0,1.0
649,210123030002103320,0.0,7.0
650,210123030002101211,0.0,0.0
651,210123030002101212,0.0,0.0
652,210123030002023012,0.0,0.0
653,210123030002023010,0.0,0.0
654,210123030002132301,0.0,0.0
655,210123030002023013,0.0,1.0
656,210123030001231330,20.0,101.0
657,210123030001231332,0.0,34.0
658,210123030001231331,0.0,54.0
659,210123030001232321,0.0,97.0
660,210123030001300202,0.0,43.0
661,210123030001300203,0.0,9.0
662,210123030001300231,0.0,63.0
663,210123030002023132,0.0,0.0
664,210123030002023023,0.0,1.0
665,210123030002023131,0.0,0.0
666,210123030002032031,0.0,194.0
667,210123030002032210,0.0,573.0
668,210123030002032130,0.0,419.0
669,210123030002032123,0.0,737.0
670,210123030002032213,135.0,933.0
671,210123030001232313,0.0,11.0
672,210123030001232312,0.0,71.0
673,210123030001232302,0.0,15.0
674,210123030001301102,45.0,1693.0
675,210123030001301132,270.0,893.0
676,210123030001301023,90.0,1488.0
677,210123030001301131,90.0,792.0
678,210123030001232301,0.0,9.0
679,210123030001230012,0.0,0.0
680,210123030001230013,0.0,8.0
681,210123030001230321,0.0,1.0
682,210123030002103323,0.0,7.0
683,210123030001303223,0.0,2.0
684,210123030001303230,0.0,10.0
685,210123030002023003,0.0,0.0
686,210123030002132332,0.0,0.0
687,210123030002023002,0.0,0.0
688,210123030002023000,0.0,1.0
689,210123030002132333,0.0,0.0
690,210123030002023001,0.0,0.0
691,210123030001301020,180.0,1253.0
692,210123030002031032,90.0,240.0
693,210123030002020103,180.0,911.0
694,210123030002031031,45.0,139.0
695,210123030002031313,0.0,139.0
696,210123030002113223,0.0,0.0
697,210123030002102301,0.0,0.0
698,210123030002113230,0.0,0.0
699,210123030002102302,0.0,0.0
700,210123030002031311,0.0,75.0
701,210123030002031022,135.0,421.0
702,210123030002031310,0.0,101.0
703,210123030001231301,0.0,43.0
704,210123030001231302,0.0,180.0
705,210123030001232032,20.0,130.0
706,210123030001230302,0.0,22.0
707,210123030002020102,90.0,512.0
708,210123030002020120,0.0,145.0
709,210123030002020121,0.0,126.0
710,210123030002020131,0.0,162.0
711,210123030002110100,0.0,3.0
712,210123030002031023,285.0,639.0
713,210123030002031030,90.0,261.0
714,210123030002101221,0.0,0.0
715,210123030002132111,0.0,0.0
716,210123030002131222,0.0,1.0
717,210123030002132112,0.0,0.0
718,210123030001232012,0.0,25.0
719,210123030001232011,20.0,54.0
720,210123030001232021,0.0,88.0
721,210123030002032023,0.0,449.0
722,210123030002102310,0.0,0.0
723,210123030002023212,0.0,94.0
724,210123030002023210,0.0,2.0
725,210123030002023211,0.0,6.0
726,210123030002132210,0.0,0.0
727,210123030002132203,0.0,0.0
728,210123030002132211,0.0,1.0
729,210123030002102201,0.0,0.0
730,210123030002032131,225.0,889.0
731,210123030002032132,405.0,599.0
732,210123030002032120,20.0,830.0
733,210123030001231323,0.0,33.0
734,210123030001232311,0.0,1.0
735,210123030001232022,0.0,121.0
736,210123030001232310,0.0,15.0
737,210123030001303221,0.0,24.0
738,210123030001300112,0.0,14.0
739,210123030001303220,0.0,0.0
740,210123030001232200,0.0,6.0
741,210123030001232133,0.0,36.0
742,210123030001232201,0.0,12.0
743,210123030002031201,180.0,324.0
744,210123030002031200,45.0,278.0
745,210123030002031303,0.0,172.0
746,210123030002031232,45.0,236.0
747,210123030001231320,0.0,44.0
748,210123030001231313,0.0,77.0
749,210123030002031300,0.0,78.0
750,210123030002031033,0.0,258.0
751,210123030002020100,45.0,268.0
752,210123030002132310,0.0,0.0
753,210123030002132302,0.0,0.0
754,210123030002132313,0.0,0.0
755,210123030001230011,0.0,0.0
756,210123030001230010,0.0,5.0
757,210123030001230322,0.0,1.0
758,210123030001230320,0.0,2.0
759,210123030001230331,0.0,1.0
760,210123030002023312,0.0,1.0
761,210123030001230300,0.0,5.0
762,210123030001230301,0.0,1.0
763,210123030002132331,0.0,0.0
764,210123030002102303,0.0,0.0
765,210123030002102300,0.0,0.0
766,210123030001232020,0.0,96.0
767,210123030002023123,0.0,0.0
768,210123030002113231,0.0,0.0
769,210123030002113233,0.0,0.0
770,210123030002113232,0.0,0.0
771,210123030002113220,0.0,0.0
772,210123030002023032,0.0,0.0
773,210123030002022330,0.0,0.0
774,210123030002022333,0.0,1.0
775,210123030002022323,0.0,1.0
776,210123030002023031,0.0,0.0
777,210123030001231312,0.0,39.0
778,210123030001231321,20.0,56.0
779,210123030001231310,0.0,45.0
780,210123030001231311,20.0,68.0
781,210123030001231303,0.0,63.0
782,210123030001231012,0.0,64.0
783,210123030001231322,0.0,58.0
784,210123030001231011,0.0,58.0
785,210123030001231021,40.0,1919.0
786,210123030002023020,0.0,0.0
787,210123030002023030,0.0,1.0
788,210123030002023101,0.0,0.0
789,210123030002023021,0.0,0.0
790,210123030001232031,0.0,83.0
791,210123030001232033,0.0,256.0
792,210123030001231300,40.0,88.0
793,210123030001232030,0.0,151.0
794,210123030002132320,0.0,0.0
795,210123030002132330,0.0,1.0
796,210123030002132323,0.0,0.0
797,210123030002031203,215.0,1119.0
798,210123030002031133,315.0,721.0
799,210123030002031130,200.0,675.0
800,210123030002031202,135.0,368.0
801,210123030001232232,0.0,7.0
802,210123030001232303,0.0,13.0
803,210123030001232202,0.0,4.0
804,210123030001232203,0.0,9.0
805,210123030001232231,0.0,2.0
806,210123030002032033,0.0,65.0
807,210123030002032030,0.0,115.0
808,210123030001301002,180.0,818.0
809,210123030001301013,90.0,830.0
810,210123030001300130,0.0,6.0
811,210123030001300131,0.0,26.0
812,210123030002031132,0.0,303.0
813,210123030001232100,0.0,134.0
814,210123030001231233,0.0,51.0
815,210123030001232101,0.0,59.0
816,210123030001223233,0.0,2.0
817,210123030001223300,0.0,0.0
818,210123030001230323,0.0,1.0
